Question,Answer
"# Translate:

ярко

## Footnote

Огонь горит ярко.","brightly

## Footnote

The fire burns brightly."
"# Translate:

революционный

## Footnote

Это революционная идея.","revolutionary

## Footnote

That's a revolutionary idea."
"# Translate:

течь

## Footnote

Река течёт на юг.","to flow

## Footnote

The river flows south."
"# Translate:

молодец

## Footnote

Ты молодец.","well done

## Footnote

Well done."
"# Translate:

изменять

## Footnote

Нельзя изменять план.","to change

## Footnote

You can't change the plan."
"# Translate:

преследовать

## Footnote

Полиция преследует его.","to pursue

## Footnote

The police pursue him."
"# Translate:

немножко

## Footnote

Я немножко устал.","a little

## Footnote

I'm a little tired."
"# Translate:

ступень

## Footnote

Это первая ступень.","step

## Footnote

That's the first step."
"# Translate:

корпоративный

## Footnote

У нас корпоративный сайт.","corporate

## Footnote

We have a corporate website."
"# Translate:

взаимный

## Footnote

У нас взаимное уважение.","mutual

## Footnote

We have mutual respect."
"# Translate:

государь

## Footnote

Где государь?","sovereign

## Footnote

Where's the sovereign?"
"# Translate:

легенда

## Footnote

Это старая легенда.","legend

## Footnote

That's an old legend."
"# Translate:

оппозиция

## Footnote

Оппозиция не согласна.","opposition

## Footnote

The opposition doesn't agree."
"# Translate:

установление

## Footnote

Установление мира важно.","establishment

## Footnote

The establishment of peace is important."
"# Translate:

посещать

## Footnote

Я часто посещаю музей.","to visit

## Footnote

I often visit the museum."
"# Translate:

посредством

## Footnote

Он сделал это посредством письма.","by means of

## Footnote

He did it by means of a letter."
"# Translate:

ближний

## Footnote

Ближний магазин уже закрыт.","nearby

## Footnote

The nearby store is already closed."
"# Translate:

вплоть

## Footnote

Он ждал вплоть до утра.","right up until

## Footnote

He waited right up until morning."
"# Translate:

градус

## Footnote

Сегодня десять градусов.","degree

## Footnote

It's ten degrees today."
"# Translate:

орать

## Footnote

Не ори так.","to yell

## Footnote

Don't yell like that."
"# Translate:

экземпляр

## Footnote

Где мой экземпляр?","copy

## Footnote

Where's my copy?"
"# Translate:

демонстрировать

## Footnote

Она демонстрирует метод.","to demonstrate

## Footnote

She demonstrates the method."
"# Translate:

цифровой

## Footnote

Это цифровой паспорт.","digital

## Footnote

That's a digital passport."
"# Translate:

холодно

## Footnote

Сегодня очень холодно.","cold

## Footnote

It's very cold today."
"# Translate:

предположение

## Footnote

Это только предположение.","assumption

## Footnote

That's only an assumption."
"# Translate:

тарелка

## Footnote

Тарелка на столе.","plate

## Footnote

The plate is on the table."
"# Translate:

хранение

## Footnote

Место для хранения.","storage

## Footnote

A place for storage."
"# Translate:

благородный

## Footnote

Это благородный поступок.","noble

## Footnote

That's a noble act."
"# Translate:

грозить

## Footnote

Он грозит соседу.","to threaten

## Footnote

He threatens the neighbor."
"# Translate:

познание

## Footnote

Познание мира требует времени.","knowledge

## Footnote

Knowledge of the world takes time."
"# Translate:

торчать

## Footnote

Ключ торчит из двери.","stick out

## Footnote

The key sticks out of the door."
"# Translate:

издательство

## Footnote

Издательство выпустило книгу.","publishing house

## Footnote

The publishing house released a book."
"# Translate:

двинуться

## Footnote

Поезд наконец двинулся.","to move

## Footnote

The train finally moved."
"# Translate:

неудача

## Footnote

Это была неудача.","failure

## Footnote

That was a failure."
"# Translate:

издать

## Footnote

Он издал новую книгу.","to publish

## Footnote

He published a new book."
"# Translate:

пушка

## Footnote

Пушка стоит у стены.","cannon

## Footnote

The cannon stands by the wall."
"# Translate:

сломать

## Footnote

Я сломал это.","to break

## Footnote

I broke it."
"# Translate:

муниципальный

## Footnote

Это муниципальная школа.","municipal

## Footnote

That's a municipal school."
"# Translate:

пасть

## Footnote

Собака открыла пасть.","mouth

## Footnote

The dog opened its mouth."
"# Translate:

снаряд

## Footnote

Снаряд упал далеко.","shell

## Footnote

The shell fell far away."
"# Translate:

сумасшедший

## Footnote

Это сумасшедшая идея.","crazy

## Footnote

That's a crazy idea."
"# Translate:

мудрость

## Footnote

В его словах есть мудрость.","wisdom

## Footnote

There's wisdom in his words."
"# Translate:

мрачный

## Footnote

Сегодня мрачное небо.","gloomy

## Footnote

The sky is gloomy today."
"# Translate:

исполнительный

## Footnote

Это исполнительная власть.","executive

## Footnote

That's the executive power."
"# Translate:

ядро

## Footnote

Это ядро проблемы.","core

## Footnote

That's the core of the problem."
"# Translate:

историк

## Footnote

Историк читает старые письма.","historian

## Footnote

The historian reads old letters."
"# Translate:

медицина

## Footnote

Она изучает медицину.","medicine

## Footnote

She studies medicine."
"# Translate:

виртуальный

## Footnote

Это виртуальный мир.","virtual

## Footnote

That's a virtual world."
"# Translate:

тянуться

## Footnote

Кошка любит тянуться.","to stretch

## Footnote

The cat loves to stretch."
"# Translate:

тесный

## Footnote

Комната слишком тесная.","cramped

## Footnote

The room is too cramped."
"# Translate:

предок

## Footnote

Мой предок жил здесь.","ancestor

## Footnote

My ancestor lived here."
"# Translate:

россиянин

## Footnote

Он россиянин.","Russian

## Footnote

He is Russian."
"# Translate:

сок

## Footnote

Я пью сок каждое утро.","juice

## Footnote

I drink juice every morning."
"# Translate:

плыть

## Footnote

Я плыву к берегу.","to swim

## Footnote

I swim to the shore."
"# Translate:

громкий

## Footnote

Музыка слишком громкая.","loud

## Footnote

The music is too loud."
"# Translate:

рассуждение

## Footnote

Его рассуждение было ясным.","reasoning

## Footnote

His reasoning was clear."
"# Translate:

достаться

## Footnote

Мне достался старый дом.","to get

## Footnote

I got the old house."
"# Translate:

предпринять

## Footnote

Мы предпримем новые шаги.","to undertake

## Footnote

We'll undertake new steps."
"# Translate:

расположение

## Footnote

Расположение дома удобное.","location

## Footnote

The location of the house is convenient."
"# Translate:

базовый

## Footnote

Это базовый курс.","basic

## Footnote

That's a basic course."
"# Translate:

сержант

## Footnote

Сержант отдал приказ.","sergeant

## Footnote

The sergeant gave the order."
"# Translate:

преступник

## Footnote

Преступник бежал в лес.","criminal

## Footnote

The criminal ran into the forest."
"# Translate:

видение

## Footnote

Это было страшное видение.","vision

## Footnote

It was a terrible vision."
"# Translate:

класть

## Footnote

Клади книгу на стол.","to put

## Footnote

Put the book on the table."
"# Translate:

избирательный

## Footnote

Избирательный закон уже готов.","electoral

## Footnote

The electoral law is already ready."
"# Translate:

электрический

## Footnote

Автомобиль полностью электрический.","electric

## Footnote

The car is fully electric."
"# Translate:

волновать

## Footnote

Это меня очень волнует.","to worry

## Footnote

This worries me a lot."
"# Translate:

рана

## Footnote

Рана ещё болит.","wound

## Footnote

The wound still hurts."
