Question,Answer
"# Translate:

half a century

## Footnote

She lived there for half a century.","полвека

## Footnote

Она жила там полвека."
"# Translate:

to be paid

## Footnote

This work is to be paid soon.","оплачиваться

## Footnote

Эта работа скоро будет оплачиваться."
"# Translate:

interrogate

## Footnote

Police will interrogate the suspect this evening.","допросить

## Footnote

Полиция допросит подозреваемого вечером."
"# Translate:

round-the-clock

## Footnote

We need round-the-clock help.","круглосуточный

## Footnote

Нам нужна круглосуточная помощь."
"# Translate:

millionth

## Footnote

This is the millionth day.","миллионный

## Footnote

Это миллионный день."
"# Translate:

tremulous

## Footnote

Her voice was tremulous.","трепетный

## Footnote

Её голос был трепетным."
"# Translate:

forwarding

## Footnote

The forwarding of the letter took a week.","пересылка

## Footnote

Пересылка письма заняла неделю."
"# Translate:

rummage

## Footnote

I will rummage through the attic.","порыться

## Footnote

Я хочу порыться на чердаке."
"# Translate:

get used to

## Footnote

You will get used to it.","привыкнуть

## Footnote

Ты привыкнешь к этому."
"# Translate:

most holy

## Footnote

This is a most holy place.","пресвятой

## Footnote

Это пресвятое место."
"# Translate:

kidnapper

## Footnote

The kidnapper took him.","похититель

## Footnote

Похититель взял его."
"# Translate:

vine

## Footnote

Grapes grow on the vine.","лоза

## Footnote

Лоза даёт виноград."
"# Translate:

lie low

## Footnote

He decided to lie low for a time.","залечь

## Footnote

Он решил на время залечь на дно."
"# Translate:

retired

## Footnote

He is a retired officer.","отставной

## Footnote

Он отставной офицер."
"# Translate:

draft

## Footnote

I wrote a new draft.","черновик

## Footnote

Я написал новый черновик."
"# Translate:

to be replaced

## Footnote

The filter is replaced often.","заменяться

## Footnote

Фильтр часто заменяется."
"# Translate:

plausible

## Footnote

His story seemed plausible.","правдоподобный

## Footnote

Его история казалась правдоподобной."
"# Translate:

International

## Footnote

They sing the International.","интернационал

## Footnote

Они поют Интернационал."
"# Translate:

meticulous

## Footnote

She did meticulous work.","кропотливый

## Footnote

Она выполнила кропотливую работу."
"# Translate:

routine

## Footnote

This is routine work.","рутинный

## Footnote

Это рутинная работа."
