Question,Answer
"# Translate:

cave

## Footnote

The cave is here.","пещера

## Footnote

Пещера здесь."
"# Translate:

red-haired

## Footnote

The red-haired girl smiled.","рыжий

## Footnote

Рыжая девушка улыбнулась."
"# Translate:

worldwide

## Footnote

This is a worldwide problem.","всемирный

## Footnote

Это всемирная проблема."
"# Translate:

perfect

## Footnote

Your answer was perfect.","идеальный

## Footnote

Ваш ответ был идеальным."
"# Translate:

pillow

## Footnote

I need a new pillow.","подушка

## Footnote

Мне нужна новая подушка."
"# Translate:

to rely

## Footnote

I learned to rely on myself.","полагаться

## Footnote

Я научился полагаться на себя."
"# Translate:

colored

## Footnote

I bought colored paper.","цветной

## Footnote

Я купил цветную бумагу."
"# Translate:

manner

## Footnote

I like his manner.","манера

## Footnote

Мне нравится его манера."
"# Translate:

to object

## Footnote

I want to object.","возразить

## Footnote

Я хочу возразить."
"# Translate:

call

## Footnote

I heard the call.","призыв

## Footnote

Я слышал призыв."
"# Translate:

approve

## Footnote

They will approve this plan.","утвердить

## Footnote

Они утвердят этот план."
"# Translate:

Greek

## Footnote

I love Greek music.","греческий

## Footnote

Я люблю греческую музыку."
"# Translate:

to be built

## Footnote

The house is being built.","строиться

## Footnote

Дом строится."
"# Translate:

talented

## Footnote

She is talented.","талантливый

## Footnote

Она талантливая."
"# Translate:

monitor

## Footnote

I bought a new computer monitor.","монитор

## Footnote

Я купил новый монитор для компьютера."
"# Translate:

dragon

## Footnote

I saw a dragon.","дракон

## Footnote

Я видел дракона."
"# Translate:

regularly

## Footnote

I read regularly.","регулярно

## Footnote

Я регулярно читаю."
"# Translate:

exhibit

## Footnote

They will exhibit pictures.","выставить

## Footnote

Они выставят картины."
"# Translate:

obstacle

## Footnote

This is a big obstacle.","препятствие

## Footnote

Это большое препятствие."
"# Translate:

magical

## Footnote

The night sky looked magical.","волшебный

## Footnote

Ночное небо выглядело волшебным."
"# Translate:

match

## Footnote

The match is good.","матч

## Footnote

Матч хороший."
"# Translate:

lantern

## Footnote

He took the lantern.","фонарь

## Footnote

Он взял фонарь."
"# Translate:

officially

## Footnote

He officially announced the news.","официально

## Footnote

Он официально объявил новость."
