Question,Answer
"# Translate:

глупость

## Footnote

Какая глупость!","foolishness, stupidity

## Footnote

What foolishness!"
"# Translate:

эмоциональный

## Footnote

Он такой эмоциональный.","emotional

## Footnote

He's so emotional."
"# Translate:

перенести

## Footnote

Давай перенесём на завтра.","to postpone, to reschedule

## Footnote

Let's postpone it until tomorrow."
"# Translate:

городок

## Footnote

Милый городок.","small town

## Footnote

Nice small town."
"# Translate:

подтверждать

## Footnote

Подтверждаешь?","to confirm

## Footnote

Can you confirm?"
"# Translate:

распределение

## Footnote

Странное распределение.","distribution, allocation

## Footnote

Strange allocation."
"# Translate:

отправляться

## Footnote

Когда отправляемся?","to set off, to depart

## Footnote

When do we set off?"
"# Translate:

любитель

## Footnote

Он любитель музыки.","amateur, enthusiast

## Footnote

He's a music enthusiast."
"# Translate:

бар

## Footnote

Давай в бар.","bar

## Footnote

Let's go to the bar."
"# Translate:

неизвестно

## Footnote

Неизвестно, где он.","unknown

## Footnote

It's unknown where he is."
"# Translate:

приличный

## Footnote

Он приличный человек.","decent, respectable

## Footnote

He's a decent person."
"# Translate:

содержаться

## Footnote

Что там содержится?","to be contained

## Footnote

What's contained there?"
"# Translate:

обзор

## Footnote

Читал обзор?","review, overview

## Footnote

Did you read the review?"
"# Translate:

претензия

## Footnote

У меня претензия.","complaint, claim

## Footnote

I have a complaint."
"# Translate:

позвать

## Footnote

Позови его.","to call over, to invite

## Footnote

Call him over."
"# Translate:

нападение

## Footnote

Это было нападение.","attack, assault

## Footnote

That was an attack."
"# Translate:

рассматриваться

## Footnote

Это ещё рассматривается.","to be considered

## Footnote

That's still being considered."
"# Translate:

рубашка

## Footnote

Где моя рубашка?","shirt

## Footnote

Where's my shirt?"
"# Translate:

итальянский

## Footnote

Это итальянский?","Italian

## Footnote

Is this Italian?"
"# Translate:

тоска

## Footnote

Какая тоска.","melancholy, boredom

## Footnote

What boredom."
"# Translate:

завтрак

## Footnote

Что на завтрак?","breakfast

## Footnote

What's for breakfast?"
"# Translate:

ниже

## Footnote

Поставь ниже.","below, lower

## Footnote

Put it lower."
"# Translate:

пенсия

## Footnote

Когда пенсия?","pension

## Footnote

When's the pension?"
"# Translate:

восстановление

## Footnote

Восстановление идёт.","recovery, restoration

## Footnote

Recovery is going on."
"# Translate:

турист

## Footnote

Он турист?","tourist

## Footnote

Is he a tourist?"
"# Translate:

инвестор

## Footnote

Нужен инвестор.","investor

## Footnote

We need an investor."
"# Translate:

переживание

## Footnote

Хватит переживаний.","worry, feeling

## Footnote

Enough of the worry."
"# Translate:

сравнить

## Footnote

Давай сравним.","to compare

## Footnote

Let's compare."
"# Translate:

мода

## Footnote

Это уже не мода.","fashion

## Footnote

That's out of fashion."
"# Translate:

заложить

## Footnote

Пришлось заложить часы.","to pawn, to mortgage

## Footnote

Had to pawn the watch."
"# Translate:

разработчик

## Footnote

Он разработчик.","developer

## Footnote

He's a developer."
"# Translate:

везти

## Footnote

Куда это везти?","to take (by vehicle)

## Footnote

Where should I take this?"
"# Translate:

рисовать

## Footnote

Не рисуй на столе.","to draw

## Footnote

Don't draw on the table."
"# Translate:

возникновение

## Footnote

С момента возникновения.","emergence, onset

## Footnote

Since the emergence."
"# Translate:

вестись

## Footnote

Не ведись на это.","to fall for

## Footnote

Don't fall for that."
"# Translate:

заказать

## Footnote

Закажи чай.","to order, to book

## Footnote

Order tea."
"# Translate:

стенка

## Footnote

Поставь у стенки.","wall, wall unit

## Footnote

Put it by the wall."
"# Translate:

узнавать

## Footnote

Узнаёшь его?","to recognize, to find out

## Footnote

Do you recognize him?"
"# Translate:

ведение

## Footnote

Ведение дел за ним.","management, keeping

## Footnote

The management is his."
"# Translate:

единство

## Footnote

Нам нужно единство.","unity

## Footnote

We need unity."
"# Translate:

мощность

## Footnote

Не хватает мощности.","power, capacity

## Footnote

There isn't enough power."
"# Translate:

здорово

## Footnote

Здорово придумал!","great, cool

## Footnote

That's great!"
"# Translate:

иностранец

## Footnote

Он иностранец?","foreigner

## Footnote

Is he a foreigner?"
"# Translate:

статистика

## Footnote

По статистике — да.","statistics

## Footnote

According to the statistics, yes."
"# Translate:

предупредить

## Footnote

Надо было предупредить.","to warn

## Footnote

You should have warned me."
"# Translate:

волноваться

## Footnote

Не волнуйся.","to worry

## Footnote

Don't worry."
"# Translate:

музыкант

## Footnote

Он музыкант.","musician

## Footnote

He's a musician."
"# Translate:

пьеса

## Footnote

Идёшь на пьесу?","play

## Footnote

Going to the play?"
"# Translate:

десятилетие

## Footnote

Прошло уже десятилетие.","decade

## Footnote

A decade has already passed."
"# Translate:

пожать

## Footnote

Давай пожмём руки.","to shake, to squeeze

## Footnote

Let's shake on it."
"# Translate:

осознать

## Footnote

Я это осознал.","to realize

## Footnote

I realized that."
"# Translate:

блестящий

## Footnote

Блестящая идея!","brilliant

## Footnote

Brilliant idea!"
"# Translate:

убийца

## Footnote

Убийцу поймали.","killer, murderer

## Footnote

They caught the killer."
"# Translate:

известие

## Footnote

Слышал известие?","news

## Footnote

Did you hear the news?"
"# Translate:

печальный

## Footnote

Какой печальный день.","sad

## Footnote

What a sad day."
"# Translate:

улучшение

## Footnote

Есть улучшение?","improvement

## Footnote

Any improvement?"
"# Translate:

яблоко

## Footnote

Хочешь яблоко?","apple

## Footnote

Want an apple?"
"# Translate:

слева

## Footnote

Он слева.","on the left

## Footnote

He's on the left."
"# Translate:

заявлять

## Footnote

Он заявляет, что не виноват.","to declare, to claim

## Footnote

He claims he's not guilty."
"# Translate:

местность

## Footnote

Знакомая местность.","area, terrain

## Footnote

Familiar area."
"# Translate:

экспедиция

## Footnote

Они ушли в экспедицию.","expedition

## Footnote

They left on an expedition."
"# Translate:

зарабатывать

## Footnote

Сколько ты зарабатываешь?","to earn

## Footnote

How much do you earn?"
"# Translate:

прогресс

## Footnote

Есть прогресс?","progress

## Footnote

Any progress?"
"# Translate:

цитировать

## Footnote

Не цитируй меня.","to quote, to cite

## Footnote

Don't quote me."
"# Translate:

пояс

## Footnote

Где мой пояс?","belt

## Footnote

Where's my belt?"
"# Translate:

королева

## Footnote

Она как королева.","queen

## Footnote

She's like a queen."
"# Translate:

квадратный

## Footnote

Квадратный стол?","square

## Footnote

A square table?"
"# Translate:

заинтересовать

## Footnote

Чем тебя заинтересовать?","to interest

## Footnote

What would interest you?"
"# Translate:

выгодный

## Footnote

Выгодное предложение.","profitable, worthwhile

## Footnote

A profitable offer."
"# Translate:

начальный

## Footnote

Это начальный уровень.","initial, beginner

## Footnote

That's beginner level."
"# Translate:

старуха

## Footnote

Там живёт старуха.","old woman

## Footnote

An old woman lives there."
"# Translate:

ограничить

## Footnote

Надо ограничить расход.","to limit, to restrict

## Footnote

We need to limit the expense."
"# Translate:

нежели

## Footnote

Сейчас, нежели потом.","than

## Footnote

Now rather than later."
"# Translate:

аэродром

## Footnote

Мы уже на аэродроме.","airfield

## Footnote

We're already at the airfield."
"# Translate:

делиться

## Footnote

Не люблю делиться.","to share

## Footnote

I don't like to share."
"# Translate:

допускать

## Footnote

Не допускай этого.","to allow, to admit

## Footnote

Don't allow that."
"# Translate:

торопиться

## Footnote

Я тороплюсь.","to hurry

## Footnote

I'm in a hurry."
"# Translate:

реагировать

## Footnote

Он не реагирует.","to react

## Footnote

He's not reacting."
"# Translate:

союзник

## Footnote

Он наш союзник.","ally

## Footnote

He's our ally."
"# Translate:

раскрыть

## Footnote

Не раскрывай секрет.","to reveal

## Footnote

Don't reveal the secret."
"# Translate:

корпорация

## Footnote

Большая корпорация.","corporation

## Footnote

A big corporation."
"# Translate:

временной

## Footnote

Это временной ряд.","time-related, temporal

## Footnote

That's a time series."
"# Translate:

надоесть

## Footnote

Мне это надоело.","to get tired of

## Footnote

I'm tired of this."
"# Translate:

задержать

## Footnote

Не задерживай меня.","to delay, to detain

## Footnote

Don't delay me."
"# Translate:

сапог

## Footnote

Где второй сапог?","boot

## Footnote

Where's the other boot?"
"# Translate:

мелочь

## Footnote

Есть мелочь?","small change, trifle

## Footnote

Got any change?"
"# Translate:

складываться

## Footnote

Всё складывается.","to work out, to take shape

## Footnote

It's all working out."
"# Translate:

дисциплина

## Footnote

Нет дисциплины.","discipline

## Footnote

There's no discipline."
"# Translate:

справа

## Footnote

Он справа.","on the right

## Footnote

He's on the right."
"# Translate:

транспортный

## Footnote

Транспортная карта?","transport (adj.)

## Footnote

A transport card?"
"# Translate:

вначале

## Footnote

Вначале я не понял.","at first

## Footnote

At first I didn't understand."
"# Translate:

аэропорт

## Footnote

Встреть меня в аэропорту.","airport

## Footnote

Meet me at the airport."
"# Translate:

сокращение

## Footnote

Идут сокращения.","layoff, reduction

## Footnote

There are layoffs."
"# Translate:

вовремя

## Footnote

Ты как раз вовремя.","on time

## Footnote

You're right on time."
"# Translate:

миф

## Footnote

Это миф.","myth

## Footnote

That's a myth."
"# Translate:

свободно

## Footnote

Здесь свободно?","free, vacant

## Footnote

Is this vacant?"
"# Translate:

авторский

## Footnote

Авторский проект.","author's, original

## Footnote

An original project."
"# Translate:

сбить

## Footnote

Его сбили.","to knock down, to throw off

## Footnote

They knocked him down."
"# Translate:

кусочек

## Footnote

Хочешь кусочек?","little piece

## Footnote

Want a little piece?"
"# Translate:

неплохой

## Footnote

Фильм совсем неплохой.","not bad, decent

## Footnote

The movie's not bad at all."
