Question,Answer
"# Translate:

дизайнер

## Footnote

Она наняла дизайнера.","designer, stylist

## Footnote

She hired a designer."
"# Translate:

бег

## Footnote

Я люблю бег.","run, running

## Footnote

I love running."
"# Translate:

дырка

## Footnote

В стене дырка.","hole, gap

## Footnote

There's a hole in the wall."
"# Translate:

начинающий

## Footnote

Она начинающая.","beginner, novice

## Footnote

She is a beginner."
"# Translate:

причём

## Footnote

Он опоздал, причём не позвонил.","moreover, what's more

## Footnote

He was late; moreover, he didn't call."
"# Translate:

бухгалтер

## Footnote

Спроси бухгалтера.","accountant, bookkeeper

## Footnote

Ask the accountant."
"# Translate:

констатировать

## Footnote

Он констатировал факт.","to state, to note

## Footnote

He stated the fact."
"# Translate:

преследование

## Footnote

Это преследование.","persecution, pursuit

## Footnote

This is persecution."
"# Translate:

подбор

## Footnote

Долгий подбор.","selection, choice

## Footnote

A long selection."
"# Translate:

совершаться

## Footnote

Церемония совершается.","to occur, to take place

## Footnote

The ceremony is taking place."
"# Translate:

спецслужба

## Footnote

Спецслужба нашла его.","intelligence agency

## Footnote

The intelligence agency found him."
"# Translate:

хлопнуть

## Footnote

Он хлопнул дверью.","to clap, to bang

## Footnote

He banged the door."
"# Translate:

проследить

## Footnote

Я прослежу за этим.","track, monitor

## Footnote

I'll track this."
"# Translate:

вмешаться

## Footnote

Он вмешался в спор.","intervene, interfere

## Footnote

He intervened in the argument."
"# Translate:

туристический

## Footnote

Туристический сезон.","tourist, touristic

## Footnote

Tourist season."
"# Translate:

ясность

## Footnote

Нужна ясность.","clarity, clearness

## Footnote

We need clarity."
"# Translate:

блондинка

## Footnote

Она блондинка.","blonde, blond

## Footnote

She is a blonde."
"# Translate:

жопа

## Footnote

Он упал на жопу.","butt, ass

## Footnote

He fell on his butt."
"# Translate:

отстаивать

## Footnote

Они отстаивают права.","defend, insist on

## Footnote

They defend their rights."
"# Translate:

поразительный

## Footnote

Вид поразительный.","amazing, astonishing

## Footnote

The view is amazing."
"# Translate:

прописать

## Footnote

Врач прописал это.","prescribe, register

## Footnote

The doctor prescribed this."
"# Translate:

обитать

## Footnote

Медведи обитают в лесу.","to inhabit, to dwell

## Footnote

Bears inhabit the forest."
