Question,Answer
"# Translate:

interactive

## Footnote

This game is interactive.","интерактивный

## Footnote

Эта игра интерактивная."
"# Translate:

savage

## Footnote

The savage lived on the island.","дикарь

## Footnote

Дикарь жил на острове."
"# Translate:

into the distance

## Footnote

She looked into the distance.","вдаль

## Footnote

Она смотрела вдаль."
"# Translate:

tankman

## Footnote

The tankman is near the tank.","танкист

## Footnote

Танкист рядом с танком."
"# Translate:

sleeping

## Footnote

Find a sleeping place.","спальный

## Footnote

Найдите спальное место."
"# Translate:

to get upset

## Footnote

She began to get upset.","расстраиваться

## Footnote

Она начала расстраиваться."
"# Translate:

to get hooked

## Footnote

She quickly got hooked on the idea.","зацепиться

## Footnote

Она быстро зацепилась за идею."
"# Translate:

biologist

## Footnote

The biologist studies animals.","биолог

## Footnote

Биолог изучает животных."
"# Translate:

flip through

## Footnote

She will flip through the magazine.","листать

## Footnote

Она будет листать журнал."
"# Translate:

the day after tomorrow

## Footnote

I will see you the day after tomorrow.","послезавтра

## Footnote

Я увижу тебя послезавтра."
"# Translate:

humility

## Footnote

She showed humility after defeat.","смирение

## Footnote

Она проявила смирение после поражения."
"# Translate:

suite

## Footnote

The king's suite followed him.","свита

## Footnote

Свита короля следовала за ним."
"# Translate:

crust

## Footnote

The bread has a hard crust.","корка

## Footnote

У хлеба твёрдая корка."
"# Translate:

erection

## Footnote

He had an erection.","эрекция

## Footnote

У него была эрекция."
"# Translate:

special forces

## Footnote

Special forces began the operation.","спецназ

## Footnote

Спецназ начал операцию."
"# Translate:

to devour

## Footnote

He will devour the meat.","сожрать

## Footnote

Он сожрёт мясо."
"# Translate:

fry

## Footnote

I will fry eggs for breakfast.","жарить

## Footnote

Я буду жарить яйца на завтрак."
"# Translate:

justified

## Footnote

His words were justified.","обоснованный

## Footnote

Его слова были обоснованны."
"# Translate:

socket

## Footnote

Put the plug into the socket.","розетка

## Footnote

Вставьте вилку в розетку."
"# Translate:

sort of

## Footnote

He is a sort of hero.","эдакий

## Footnote

Он эдакий герой."
"# Translate:

nobility

## Footnote

Her act showed nobility.","благородство

## Footnote

Её поступок показал благородство."
"# Translate:

elusive

## Footnote

The thief was elusive.","неуловимый

## Footnote

Вор был неуловим."
