Question,Answer
"# Translate:

cut, sever

## Footnote

He cut the rope with scissors.","перерезать

## Footnote

Он перерезал канат ножницами."
"# Translate:

repentance, penitence

## Footnote

His repentance is real.","покаяние

## Footnote

Его покаяние настоящее."
"# Translate:

healing, cure

## Footnote

I wait for healing.","исцеление

## Footnote

Я жду исцеления."
"# Translate:

possessed, obsessed

## Footnote

She seemed possessed by a strange energy.","одержимый

## Footnote

Она казалась одержимой странной энергией."
"# Translate:

prisoner of war, POW

## Footnote

He became a prisoner of war.","военнопленный

## Footnote

Он стал военнопленным."
"# Translate:

innovation, new development

## Footnote

This innovation is important.","нововведение

## Footnote

Это нововведение важно."
"# Translate:

evacuate

## Footnote

We must evacuate the building now.","эвакуировать

## Footnote

Мы должны сейчас эвакуировать здание."
"# Translate:

to stretch, to tighten

## Footnote

I will stretch the cloth.","натягивать

## Footnote

Я натяну ткань."
"# Translate:

daring, reckless

## Footnote

He is a daring man.","лихой

## Footnote

Он лихой человек."
"# Translate:

relief, terrain

## Footnote

The mountain relief is high.","рельеф

## Footnote

Рельеф горы высокий."
"# Translate:

farewell, parting

## Footnote

This is our farewell.","прощание

## Footnote

Это наше прощание."
"# Translate:

commerce, trade

## Footnote

Commerce is important.","коммерция

## Footnote

Коммерция важна."
"# Translate:

alcoholism, alcohol addiction

## Footnote

Alcoholism is a disease.","алкоголизм

## Footnote

Алкоголизм — это болезнь."
"# Translate:

ugly, monstrous

## Footnote

This house is ugly.","безобразный

## Footnote

Этот дом безобразный."
"# Translate:

tight, stiff

## Footnote

The screw is too tight.","тугой

## Footnote

Винт слишком тугой."
"# Translate:

sort of, kind of

## Footnote

It's sort of interesting.","вроде

## Footnote

Это вроде интересно."
"# Translate:

dissolve, disperse

## Footnote

Sugar will dissolve in water quickly.","растворяться

## Footnote

Сахар быстро растворится в воде."
"# Translate:

alien, stranger

## Footnote

He felt like an alien among them.","чужак

## Footnote

Он чувствовал себя чужаком среди них."
"# Translate:

ghost, apparition

## Footnote

The ghost is in the old house.","привидение

## Footnote

Привидение в старом доме."
"# Translate:

crowbar, scrap metal

## Footnote

He opened the box with a crowbar.","лом

## Footnote

Он открыл ящик ломом."
"# Translate:

peasantry

## Footnote

The peasantry lives on the land.","крестьянство

## Footnote

Крестьянство живёт на земле."
"# Translate:

bunks, berths

## Footnote

The soldiers have bunks.","нары

## Footnote

У солдат есть нары."
"# Translate:

scarf, shawl

## Footnote

She put on a warm scarf.","шарф

## Footnote

Она надела тёплый шарф."
"# Translate:

tighten, pull up

## Footnote

Please tighten the screws.","подтянуть

## Footnote

Пожалуйста, подтяните винты."
"# Translate:

to climb, to clamber

## Footnote

He climbs the fence.","забираться

## Footnote

Он забирается на забор."
"# Translate:

dean, dean's office

## Footnote

The dean greeted the students.","декан

## Footnote

Декан приветствовал студентов."
"# Translate:

to wave off, to brush off

## Footnote

He will wave off my words.","отмахнуться

## Footnote

Он отмахнётся от моих слов."
"# Translate:

daddy, dad

## Footnote

Daddy bought me a book.","папочка

## Footnote

Папочка купил мне книгу."
"# Translate:

small room, little room

## Footnote

She rented a cozy small room.","комнатка

## Footnote

Она сняла уютную комнатку."
"# Translate:

diplomacy

## Footnote

Diplomacy is important.","дипломатия

## Footnote

Дипломатия важна."
"# Translate:

emergency, urgent

## Footnote

This is an emergency call.","экстренный

## Footnote

Это экстренный вызов."
"# Translate:

hinder, impede

## Footnote

Heavy rain can hinder the work.","затруднять

## Footnote

Сильный дождь может затруднить работу."
"# Translate:

washing, laundry

## Footnote

The washing machine is broken.","стиральный

## Footnote

Стиральная машина сломана."
"# Translate:

extraction, retrieval

## Footnote

The extraction was hard.","извлечение

## Footnote

Извлечение было трудным."
"# Translate:

receipt, voucher

## Footnote

Keep your receipt.","квитанция

## Footnote

Храните квитанцию."
"# Translate:

trench, dugout

## Footnote

Soldiers dug a trench.","траншея

## Footnote

Солдаты вырыли траншею."
"# Translate:

fiber, filament

## Footnote

Cotton fiber is strong.","волокно

## Footnote

Волокно хлопка прочное."
"# Translate:

trade union, union

## Footnote

The trade union is strong.","профсоюз

## Footnote

Профсоюз сильный."
"# Translate:

political scientist, political analyst

## Footnote

The political scientist wrote a book.","политолог

## Footnote

Политолог написал книгу."
"# Translate:

citizen, female citizen

## Footnote

She is a proud citizen.","гражданка

## Footnote

Она гордая гражданка."
"# Translate:

swallow, martin

## Footnote

A swallow flew over the lake.","ласточка

## Footnote

Ласточка пролетела над озером."
"# Translate:

cardboard, carton

## Footnote

I bought a cardboard box.","картонный

## Footnote

Я купил картонный ящик."
"# Translate:

Byzantine

## Footnote

The Byzantine city was rich.","византийский

## Footnote

Византийский город был богатым."
"# Translate:

register, registry

## Footnote

Write your name in the register.","регистр

## Footnote

Напиши своё имя в регистр."
"# Translate:

but, however

## Footnote

I tried, however I failed.","однако

## Footnote

Я пытался, однако не смог."
"# Translate:

playwright, dramatist

## Footnote

The playwright wrote a book.","драматург

## Footnote

Драматург написал книгу."
"# Translate:

succeed, prosper

## Footnote

She wants to succeed.","преуспеть

## Footnote

Она хочет преуспеть."
"# Translate:

vent, small window

## Footnote

Open the vent for fresh air.","форточка

## Footnote

Открой форточку для свежего воздуха."
"# Translate:

series, succession

## Footnote

A series of events began.","череда

## Footnote

Череда событий началась."
"# Translate:

insufficiency, deficiency

## Footnote

The insufficiency of water is clear.","недостаточность

## Footnote

Недостаточность воды ясна."
"# Translate:

close, lock

## Footnote

Please close the chain.","замкнуть

## Footnote

Пожалуйста, замкните цепь."
"# Translate:

flood, inundate

## Footnote

The river will flood the town soon.","затопить

## Footnote

Река скоро затопит город."
"# Translate:

migrant, immigrant

## Footnote

The migrant found work.","мигрант

## Footnote

Мигрант нашёл работу."
