Question,Answer
"# Translate:

desirable

## Footnote

A quiet neighborhood is desirable.","желательный

## Footnote

Тихий район желателен."
"# Translate:

Moldovan

## Footnote

I love Moldovan wine.","молдавский

## Footnote

Я люблю молдавское вино."
"# Translate:

colonial

## Footnote

The colonial era was long.","колониальный

## Footnote

Колониальная эпоха была долгой."
"# Translate:

Mongolian

## Footnote

She loves Mongolian food.","монгольский

## Footnote

Она любит монгольскую еду."
"# Translate:

Reich

## Footnote

The Third Reich was a regime.","рейх

## Footnote

Третий рейх был режимом."
"# Translate:

guidebook

## Footnote

This guidebook is good.","путеводитель

## Footnote

Этот путеводитель хороший."
"# Translate:

calculus

## Footnote

I know calculus.","математический анализ

## Footnote

Я знаю математический анализ."
"# Translate:

mutually

## Footnote

The two factors are mutually dependent.","взаимно

## Footnote

Эти два фактора взаимно зависимы."
"# Translate:

battalion commander

## Footnote

The battalion commander led the attack.","комбат

## Footnote

Комбат руководил атакой."
"# Translate:

to start up

## Footnote

The car refused to start up.","завестись

## Footnote

Машина отказалась завестись."
"# Translate:

samovar

## Footnote

The samovar is on the table.","самовар

## Footnote

Самовар на столе."
"# Translate:

without a trace

## Footnote

He disappeared without a trace.","бесследно

## Footnote

Он бесследно исчез."
"# Translate:

Black Sea

## Footnote

The Black Sea is large.","Чёрное море

## Footnote

Чёрное море большое."
"# Translate:

unnoticed

## Footnote

He left unnoticed.","незамеченный

## Footnote

Он ушёл незамеченным."
"# Translate:

byte

## Footnote

A byte has eight bits.","байт

## Footnote

В байте восемь бит."
"# Translate:

rectangular

## Footnote

The table is rectangular.","прямоугольный

## Footnote

Стол прямоугольный."
"# Translate:

cool down

## Footnote

The tea needs to cool down.","остыть

## Footnote

Чай должен остыть."
"# Translate:

soften

## Footnote

Her words softened the blow.","смягчить

## Footnote

Её слова смягчили удар."
"# Translate:

propagandistic

## Footnote

The article is propagandistic.","пропагандистский

## Footnote

Статья пропагандистская."
"# Translate:

down with

## Footnote

Down with the old power!","долой

## Footnote

Долой старую власть!"
"# Translate:

donation

## Footnote

Your donation saves lives.","пожертвование

## Footnote

Ваше пожертвование спасает жизни."
"# Translate:

volume

## Footnote

The volume is high.","громкость

## Footnote

Громкость высокая."
"# Translate:

oppress

## Footnote

They oppress the weak mercilessly.","угнетать

## Footnote

Они безжалостно угнетают слабых."
"# Translate:

metaphysical

## Footnote

This is a metaphysical question.","метафизический

## Footnote

Это метафизический вопрос."
"# Translate:

to expire

## Footnote

The contract is expiring soon.","истекать

## Footnote

Срок договора скоро истекает."
"# Translate:

military leader

## Footnote

The military leader led the attack.","военачальник

## Footnote

Военачальник вёл атаку."
"# Translate:

burst out laughing

## Footnote

She burst out laughing.","расхохотаться

## Footnote

Она расхохоталась."
"# Translate:

to spread apart

## Footnote

He spread his fingers apart.","раздвинуть

## Footnote

Он раздвинул пальцы."
"# Translate:

to be spent

## Footnote

Time is spent quickly.","тратиться

## Footnote

Время тратится быстро."
"# Translate:

thirtieth

## Footnote

This is the thirtieth day.","тридцатый

## Footnote

Это тридцатый день."
"# Translate:

guardsman

## Footnote

The guardsman is at the door.","гвардеец

## Footnote

Гвардеец у двери."
"# Translate:

stink

## Footnote

The room began to stink badly.","вонять

## Footnote

Комната начала сильно вонять."
"# Translate:

Cossack village

## Footnote

This is a Cossack village.","станица

## Footnote

Это станица."
"# Translate:

recognized

## Footnote

He was recognized as a good player.","признанный

## Footnote

Он был признан хорошим игроком."
"# Translate:

print out

## Footnote

Please print out the document.","распечатать

## Footnote

Пожалуйста, распечатайте документ."
"# Translate:

fit

## Footnote

He is fit for the work.","годный

## Footnote

Он годен для этой работы."
"# Translate:

native

## Footnote

He is a native.","коренной житель; туземец (устаревающее, часто пренебрежительное)

## Footnote

Он туземец."
"# Translate:

emblem

## Footnote

This is our national emblem.","эмблема

## Footnote

Это наша национальная эмблема."
"# Translate:

to be nominated

## Footnote

A new man is nominated every year.","выдвигаться

## Footnote

Новый человек выдвигается каждый год."
"# Translate:

unforeseen

## Footnote

Unforeseen circumstances delayed our project.","непредвиденный

## Footnote

Непредвиденные обстоятельства задержали наш проект."
"# Translate:

telescope

## Footnote

I observed stars through the telescope.","телескоп

## Footnote

Я наблюдал звезды через телескоп."
"# Translate:

conscientious

## Footnote

She is a conscientious girl.","добросовестный

## Footnote

Она добросовестная девушка."
"# Translate:

instinctively

## Footnote

She instinctively reached for his hand.","инстинктивно

## Footnote

Она инстинктивно потянулась к его руке."
"# Translate:

artilleryman

## Footnote

The artilleryman has a cannon.","артиллерист

## Footnote

У артиллериста есть пушка."
"# Translate:

entertain

## Footnote

We entertain guests every evening.","развлекать

## Footnote

Мы развлекаем гостей каждый вечер."
"# Translate:

to be told

## Footnote

Stories are told every evening.","рассказываться

## Footnote

Истории рассказываются каждый вечер."
"# Translate:

tsarevich

## Footnote

The tsarevich entered the hall.","царевич

## Footnote

Царевич вошёл в зал."
"# Translate:

shaggy

## Footnote

The dog is shaggy.","лохматый

## Footnote

Собака лохматая."
"# Translate:

listening

## Footnote

Listening takes time.","прослушивание

## Footnote

Прослушивание занимает время."
"# Translate:

dolphin

## Footnote

The dolphin is in the water.","дельфин

## Footnote

Дельфин в воде."
"# Translate:

advertiser

## Footnote

The advertiser launched a new campaign.","рекламодатель

## Footnote

Рекламодатель запустил новую кампанию."
"# Translate:

critically

## Footnote

This is critically important.","критически

## Footnote

Это критически важно."
"# Translate:

abduction

## Footnote

This was an abduction.","похищение

## Footnote

Это было похищение."
"# Translate:

devour

## Footnote

Dogs devour food quickly.","пожирать

## Footnote

Собаки быстро пожирают еду."
"# Translate:

replenish

## Footnote

We must replenish our supplies soon.","пополнить

## Footnote

Мы должны скоро пополнить наши запасы."
"# Translate:

freebie

## Footnote

I got this shirt as a freebie.","халява

## Footnote

Я получил эту рубашку на халяву."
"# Translate:

recalculate

## Footnote

We must recalculate the total price.","пересчитать

## Footnote

Мы должны пересчитать общую цену."
"# Translate:

stationary

## Footnote

This is stationary equipment.","стационарный

## Footnote

Это стационарное оборудование."
"# Translate:

valiant

## Footnote

He was a valiant soldier.","доблестный

## Footnote

Он был доблестным солдатом."
"# Translate:

mixing

## Footnote

Mixing colors creates new shades.","смешение

## Footnote

Смешение цветов создает новые оттенки."
"# Translate:

transit

## Footnote

Goods are in transit.","транзит

## Footnote

Товары идут транзитом."
"# Translate:

to have a snack

## Footnote

I want to have a snack.","перекусить

## Footnote

Я хочу перекусить."
"# Translate:

mounting

## Footnote

The mounting is strong.","крепление

## Footnote

Крепление прочное."
"# Translate:

fixation

## Footnote

The fixation is strong.","фиксация

## Footnote

Фиксация прочная."
"# Translate:

bolt

## Footnote

He opened the bolt of the rifle.","затвор

## Footnote

Он открыл затвор винтовки."
"# Translate:

microscope

## Footnote

I examined the cells under a microscope.","микроскоп

## Footnote

Я исследовал клетки под микроскопом."
"# Translate:

to annoy

## Footnote

He began to annoy his sister.","надоедать

## Footnote

Он начал надоедать своей сестре."
"# Translate:

flute

## Footnote

She played the flute beautifully.","флейта

## Footnote

Она прекрасно играла на флейте."
"# Translate:

shackle

## Footnote

They shackled him to the wall.","приковать

## Footnote

Они приковали его к стене."
"# Translate:

explosive

## Footnote

This is an explosive mixture.","взрывной

## Footnote

Это взрывная смесь."
"# Translate:

automated

## Footnote

The factory process is automated.","автоматизированный

## Footnote

Процесс на заводе автоматизирован."
"# Translate:

throw over

## Footnote

He threw the book over the wall.","перебросить

## Footnote

Он перебросил книгу через стену."
"# Translate:

complicate

## Footnote

This will complicate the work.","затруднить

## Footnote

Это затруднит работу."
"# Translate:

courtyard

## Footnote

The courtyard was filled with flowers.","дворик

## Footnote

Дворик был наполнен цветами."
"# Translate:

to glimmer

## Footnote

Stars began to glimmer in the sky.","поблескивать

## Footnote

Звезды начали поблескивать в небе."
"# Translate:

megabyte

## Footnote

This file is one megabyte.","мегабайт

## Footnote

Этот файл — один мегабайт."
"# Translate:

respiratory

## Footnote

He knows the respiratory system.","дыхательный

## Footnote

Он знает дыхательную систему."
"# Translate:

plateau

## Footnote

We are on the plateau.","плато

## Footnote

Мы на плато."
"# Translate:

urge

## Footnote

He began to urge the horse.","подгонять

## Footnote

Он начал подгонять лошадь."
