Question,Answer
"# Translate:

cut, sever

## Footnote

He cut the rope with scissors.","перерезать

## Footnote

Он перерезал канат ножницами."
"# Translate:

repentance, penitence

## Footnote

His repentance is real.","покаяние

## Footnote

Его покаяние настоящее."
"# Translate:

healing, cure

## Footnote

I wait for healing.","исцеление

## Footnote

Я жду исцеления."
"# Translate:

possessed, obsessed

## Footnote

She is obsessed with music.","одержимый

## Footnote

Она одержима музыкой."
"# Translate:

prisoner of war, POW

## Footnote

He became a prisoner of war.","военнопленный

## Footnote

Он стал военнопленным."
"# Translate:

innovation, new development

## Footnote

This innovation is important.","нововведение

## Footnote

Это нововведение важно."
"# Translate:

evacuate

## Footnote

We must evacuate the people now.","эвакуировать

## Footnote

Мы должны сейчас эвакуировать людей."
"# Translate:

to stretch, to tighten

## Footnote

I am stretching the cloth.","натягивать

## Footnote

Я натягиваю ткань."
"# Translate:

daring, reckless

## Footnote

He is a daring man.","лихой

## Footnote

Он лихой человек."
"# Translate:

relief, terrain

## Footnote

The terrain is uneven.","рельеф

## Footnote

Рельеф неровный."
"# Translate:

farewell, parting

## Footnote

This is our farewell.","прощание

## Footnote

Это наше прощание."
"# Translate:

commerce, trade

## Footnote

Commerce is important.","коммерция

## Footnote

Коммерция важна."
"# Translate:

alcoholism, alcohol addiction

## Footnote

Alcoholism is a disease.","алкоголизм

## Footnote

Алкоголизм — это болезнь."
"# Translate:

ugly, monstrous

## Footnote

This house is ugly.","безобразный

## Footnote

Этот дом безобразный."
"# Translate:

tight, stiff

## Footnote

The lid is too tight.","тугой

## Footnote

Крышка слишком тугая."
"# Translate:

sort of, kind of

## Footnote

It's sort of interesting.","вроде

## Footnote

Это вроде интересно."
"# Translate:

dissolve

## Footnote

Sugar dissolves in water.","растворяться

## Footnote

Сахар растворяется в воде."
"# Translate:

alien, stranger

## Footnote

He felt like an alien among them.","чужак

## Footnote

Он чувствовал себя чужаком среди них."
"# Translate:

ghost, apparition

## Footnote

The ghost is in the old house.","привидение

## Footnote

Привидение в старом доме."
"# Translate:

crowbar, scrap metal

## Footnote

He opened the box with a crowbar.","лом

## Footnote

Он открыл ящик ломом."
"# Translate:

peasantry

## Footnote

The peasantry lives on the land.","крестьянство

## Footnote

Крестьянство живёт на земле."
"# Translate:

bunks, berths

## Footnote

The soldiers have bunks.","двухъярусные койки, спальные места; нары (общий настил)

## Footnote

У солдат есть нары."
"# Translate:

scarf

## Footnote

She put on a warm scarf.","шарф

## Footnote

Она надела тёплый шарф."
"# Translate:

tighten, pull up

## Footnote

Please tighten the screws.","подтянуть

## Footnote

Пожалуйста, подтяните винты."
"# Translate:

to climb, to clamber

## Footnote

He climbs the fence.","забираться

## Footnote

Он забирается на забор."
"# Translate:

dean

## Footnote

The dean greeted the students.","декан

## Footnote

Декан приветствовал студентов."
"# Translate:

to wave off, to brush off

## Footnote

He will wave off my words.","отмахнуться

## Footnote

Он отмахнётся от моих слов."
"# Translate:

daddy, dad

## Footnote

Daddy bought me a book.","папочка

## Footnote

Папочка купил мне книгу."
"# Translate:

small room, little room

## Footnote

She rented a cozy small room.","комнатка

## Footnote

Она сняла уютную комнатку."
"# Translate:

diplomacy

## Footnote

Diplomacy is important.","дипломатия

## Footnote

Дипломатия важна."
"# Translate:

emergency, urgent

## Footnote

This is an emergency call.","экстренный

## Footnote

Это экстренный вызов."
"# Translate:

hinder, impede

## Footnote

Heavy rain hinders the work.","затруднять

## Footnote

Сильный дождь затрудняет работу."
"# Translate:

washing, laundry

## Footnote

The washing takes time.","стирка

## Footnote

Стирка занимает время."
"# Translate:

extraction, retrieval

## Footnote

The extraction was hard.","извлечение

## Footnote

Извлечение было трудным."
"# Translate:

receipt

## Footnote

Keep your receipt.","квитанция

## Footnote

Храните квитанцию."
"# Translate:

trench

## Footnote

Soldiers are in the trench.","траншея

## Footnote

Солдаты в траншее."
"# Translate:

fiber, filament

## Footnote

Cotton fiber is strong.","волокно

## Footnote

Волокно хлопка прочное."
"# Translate:

trade union, union

## Footnote

The trade union is strong.","профсоюз

## Footnote

Профсоюз сильный."
"# Translate:

political scientist, political analyst

## Footnote

The political scientist wrote a book.","политолог

## Footnote

Политолог написал книгу."
"# Translate:

citizen, female citizen

## Footnote

She is a proud citizen.","гражданин; гражданка (женщина)

## Footnote

Она гордая гражданка."
"# Translate:

swallow

## Footnote

The swallow flies.","ласточка

## Footnote

Ласточка летит."
"# Translate:

cardboard

## Footnote

I bought a cardboard box.","картон; картонный

## Footnote

Я купил картонный ящик."
"# Translate:

Byzantine

## Footnote

The Byzantine city was rich.","византийский

## Footnote

Византийский город был богатым."
"# Translate:

register

## Footnote

Use a formal register.","регистр

## Footnote

Используйте официальный регистр."
"# Translate:

but, however

## Footnote

I tried; however, I failed.","однако

## Footnote

Я пытался, однако не смог."
"# Translate:

playwright, dramatist

## Footnote

The playwright writes.","драматург

## Footnote

Драматург пишет."
"# Translate:

succeed, prosper

## Footnote

She wants to succeed.","преуспеть

## Footnote

Она хочет преуспеть."
"# Translate:

vent, small window

## Footnote

Open the small window.","вентиляционное отверстие (vent); форточка (маленькая открывающаяся часть окна)

## Footnote

Открой форточку."
"# Translate:

series, succession

## Footnote

A series of events began.","череда

## Footnote

Череда событий началась."
"# Translate:

insufficiency, deficiency

## Footnote

The doctor found heart insufficiency.","недостаточность

## Footnote

Врач обнаружил сердечную недостаточность."
"# Translate:

close, lock

## Footnote

Please lock the door.","замкнуть (цепь); запереть (дверь)

## Footnote

Пожалуйста, заприте дверь."
"# Translate:

flood, inundate

## Footnote

The river will flood the town soon.","затопить

## Footnote

Река скоро затопит город."
"# Translate:

migrant, immigrant

## Footnote

The migrant found work.","мигрант

## Footnote

Мигрант нашёл работу."
