Question,Answer
"# Translate:

прижаться

## Footnote

Она прижалась к отцу.","to press close

## Footnote

She pressed close to her father."
"# Translate:

ансамбль

## Footnote

Ансамбль хорошо выступил.","ensemble

## Footnote

The ensemble performed well."
"# Translate:

крохотный

## Footnote

Крохотный кот спит.","tiny

## Footnote

The tiny cat sleeps."
"# Translate:

предательство

## Footnote

Это настоящее предательство.","betrayal

## Footnote

This is a real betrayal."
"# Translate:

прохладный

## Footnote

Ветер сегодня прохладный.","cool

## Footnote

The wind is cool today."
"# Translate:

метафора

## Footnote

Это только метафора.","metaphor

## Footnote

This is only a metaphor."
"# Translate:

резюме

## Footnote

Вот моё резюме.","resume

## Footnote

Here is my resume."
"# Translate:

фиксировать

## Footnote

Нужно фиксировать факты.","to record

## Footnote

We need to record the facts."
"# Translate:

грядущий

## Footnote

Грядущий год будет трудным.","upcoming

## Footnote

The upcoming year will be hard."
"# Translate:

нора

## Footnote

Нора в лесу.","burrow

## Footnote

The burrow is in the forest."
"# Translate:

печень

## Footnote

У папы болит печень.","liver

## Footnote

Dad's liver hurts."
"# Translate:

интенсивность

## Footnote

Интенсивность света выросла.","intensity

## Footnote

The intensity of the light grew."
"# Translate:

таракан

## Footnote

Я вижу таракана.","cockroach

## Footnote

I see a cockroach."
"# Translate:

обочина

## Footnote

Машина стоит на обочине.","roadside, shoulder (of a road)

## Footnote

The car is parked on the shoulder."
"# Translate:

противоречивый

## Footnote

Его слова противоречивы.","contradictory

## Footnote

His words are contradictory."
"# Translate:

сходиться

## Footnote

Дороги сходятся у реки.","to converge

## Footnote

The roads converge at the river."
"# Translate:

близнец

## Footnote

Он мой близнец.","twin

## Footnote

He is my twin."
"# Translate:

старательно

## Footnote

Она старательно работает.","diligently

## Footnote

She works diligently."
"# Translate:

преподавание

## Footnote

Она любит преподавание.","teaching

## Footnote

She loves teaching."
"# Translate:

героический

## Footnote

Это героический поступок.","heroic

## Footnote

This is a heroic act."
"# Translate:

выбрасывать

## Footnote

Я выбрасываю старые письма.","to throw away

## Footnote

I throw away old letters."
"# Translate:

переезд

## Footnote

Переезд будет завтра.","move

## Footnote

The move will be tomorrow."
"# Translate:

размах

## Footnote

Размах работ огромный.","scale

## Footnote

The scale of the work is huge."
"# Translate:

предвидеть

## Footnote

Я предвижу проблемы.","to foresee

## Footnote

I foresee problems."
"# Translate:

прижимать

## Footnote

Она прижимает книгу к себе.","to press

## Footnote

She presses the book against herself."
"# Translate:

глина

## Footnote

Она работает с глиной.","clay

## Footnote

She works with clay."
"# Translate:

переработка

## Footnote

Переработка бумаги важна.","recycling

## Footnote

Recycling paper is important."
"# Translate:

трон

## Footnote

Король сел на трон.","throne

## Footnote

The king sat on the throne."
"# Translate:

взнос

## Footnote

Я сделал взнос.","contribution, payment (toward a fund, dues, etc.)

## Footnote

I made a payment."
"# Translate:

хвалить

## Footnote

Учитель хвалит ученика.","to praise

## Footnote

The teacher praises the student."
"# Translate:

стрелковый

## Footnote

Это стрелковый клуб.","shooting

## Footnote

This is a shooting club."
"# Translate:

пищевой

## Footnote

Пищевые продукты свежие.","food

## Footnote

The food products are fresh."
"# Translate:

ленинский

## Footnote

Это ленинский план.","Leninist

## Footnote

This is a Leninist plan."
"# Translate:

алтарь

## Footnote

Они стоят у алтаря.","altar

## Footnote

They stand at the altar."
"# Translate:

очаровательный

## Footnote

Она очень очаровательная.","charming

## Footnote

She is very charming."
"# Translate:

рвануть

## Footnote

Он рванул домой.","to dash

## Footnote

He dashed home."
"# Translate:

референдум

## Footnote

Завтра будет референдум.","referendum

## Footnote

There will be a referendum tomorrow."
"# Translate:

одобрение

## Footnote

Я жду твоего одобрения.","approval

## Footnote

I wait for your approval."
"# Translate:

гул

## Footnote

Я слышу гул.","hum

## Footnote

I hear a hum."
"# Translate:

крючок

## Footnote

Я повесил пальто на крючок.","hook

## Footnote

I hung the coat on the hook."
"# Translate:

биология

## Footnote

Я изучаю биологию в университете.","biology

## Footnote

I study biology at university."
"# Translate:

балет

## Footnote

Она любит балет.","ballet

## Footnote

She loves ballet."
"# Translate:

реализоваться

## Footnote

План реализовался.","to be realized

## Footnote

The plan was realized."
"# Translate:

рыдать

## Footnote

Она начала рыдать.","to sob

## Footnote

She began to sob."
"# Translate:

чайка

## Footnote

Чайка летит над морем.","seagull

## Footnote

A seagull flies over the sea."
"# Translate:

склониться

## Footnote

Он склонился перед отцом.","to bow

## Footnote

He bowed before his father."
"# Translate:

запросто

## Footnote

Он запросто это сделал.","easily

## Footnote

He easily did this."
"# Translate:

стремительный

## Footnote

Стремительное течение опасно.","rapid

## Footnote

The rapid current is dangerous."
"# Translate:

божество

## Footnote

Они верят в божество.","deity

## Footnote

They believe in a deity."
"# Translate:

метаться

## Footnote

Он метался по комнате.","to rush about

## Footnote

He rushed about the room."
"# Translate:

порошок

## Footnote

Я купил порошок.","powder

## Footnote

I bought powder."
"# Translate:

выяснять

## Footnote

Мы выясняем правду.","to find out

## Footnote

We are finding out the truth."
"# Translate:

пушкинский

## Footnote

Это пушкинская поэма.","by Pushkin, Pushkin's

## Footnote

This is a poem by Pushkin."
"# Translate:

документальный

## Footnote

Я смотрю документальный фильм.","documentary

## Footnote

I watch a documentary."
"# Translate:

добродетель

## Footnote

Терпение - это добродетель.","virtue

## Footnote

Patience is a virtue."
"# Translate:

выписать

## Footnote

Врач выписал лекарство.","to prescribe, to write out

## Footnote

The doctor prescribed the medicine."
"# Translate:

узор

## Footnote

На платье красивый узор.","pattern

## Footnote

The dress has a beautiful pattern."
"# Translate:

выслать

## Footnote

Вышлите письмо сегодня.","to send out

## Footnote

Send out the letter today."
"# Translate:

стадион

## Footnote

Мы идём на стадион.","stadium

## Footnote

We go to the stadium."
"# Translate:

дрожь

## Footnote

Меня взяла дрожь.","shiver

## Footnote

A shiver ran through me."
"# Translate:

человечек

## Footnote

Я вижу человечка.","little man

## Footnote

I see a little man."
"# Translate:

трясти

## Footnote

Не тряси стол.","to shake

## Footnote

Don't shake the table."
"# Translate:

подписывать

## Footnote

Я подписываю письмо.","to sign

## Footnote

I sign the letter."
"# Translate:

согласование

## Footnote

Нужно согласование плана.","agreement

## Footnote

We need agreement on the plan."
"# Translate:

роддом

## Footnote

Она родила в роддоме.","maternity hospital, maternity ward

## Footnote

She gave birth at the maternity hospital."
"# Translate:

трудящийся

## Footnote

Трудящийся идёт на работу.","worker

## Footnote

The worker goes to work."
"# Translate:

либерал

## Footnote

Он политический либерал.","liberal

## Footnote

He is a political liberal."
"# Translate:

секретарша

## Footnote

Секретарша отвечает на звонок.","secretary (female; colloquial Russian)

## Footnote

The secretary answers the call."
"# Translate:

подсознание

## Footnote

Это из подсознания.","subconscious

## Footnote

This is from the subconscious."
"# Translate:

подсказывать

## Footnote

Учитель подсказывает ответ.","to prompt, to suggest

## Footnote

The teacher suggests the answer."
"# Translate:

проповедь

## Footnote

Он читает проповедь.","sermon

## Footnote

He reads a sermon."
"# Translate:

запускать

## Footnote

Они запускают программу.","to launch

## Footnote

They launch the program."
"# Translate:

факс

## Footnote

Я получил факс вчера.","fax, facsimile

## Footnote

I received the fax yesterday."
"# Translate:

комфорт

## Footnote

Мы ценим комфорт дома.","comfort

## Footnote

We value the comfort of home."
"# Translate:

трансформация

## Footnote

Его трансформация удивила нас.","transformation

## Footnote

His transformation surprised us."
"# Translate:

преступность

## Footnote

Преступность в городе растёт.","crime

## Footnote

Crime in the city grows."
"# Translate:

парашют

## Footnote

У него есть парашют.","parachute

## Footnote

He has a parachute."
"# Translate:

господствовать

## Footnote

Эта идея господствует.","to dominate

## Footnote

This idea dominates."
"# Translate:

перенос

## Footnote

Перенос встречи расстроил нас.","postponement

## Footnote

The postponement of the meeting upset us."
"# Translate:

верхушка

## Footnote

Верхушка дерева сухая.","top

## Footnote

The top of the tree is dry."
"# Translate:

горка

## Footnote

Он играет на горке.","slide

## Footnote

He plays on the slide."
"# Translate:

процентный

## Footnote

Процентная ставка высокая.","percentage, interest (attributive)

## Footnote

The interest rate is high."
"# Translate:

связываться

## Footnote

Я связываюсь с другом.","to contact

## Footnote

I contact a friend."
"# Translate:

цензура

## Footnote

Цензура убивает правду.","censorship

## Footnote

Censorship kills the truth."
"# Translate:

птичка

## Footnote

Птичка сидит на подоконнике.","little bird

## Footnote

A little bird sits on the windowsill."
"# Translate:

мутный

## Footnote

Вода сегодня мутная.","murky

## Footnote

The water is murky today."
"# Translate:

интрига

## Footnote

В романе сложная интрига.","plot

## Footnote

The novel has a complex plot."
"# Translate:

складывать

## Footnote

Она складывает одежду.","to fold

## Footnote

She folds the clothes."
"# Translate:

многолетний

## Footnote

Это многолетний труд.","long-term

## Footnote

This is long-term work."
"# Translate:

ранение

## Footnote

Ранение было глубоким.","wound

## Footnote

The wound was deep."
"# Translate:

стирать

## Footnote

Я стираю рубашку.","to wash

## Footnote

I wash the shirt."
"# Translate:

сойтись

## Footnote

Мы сошлись у дома.","to come together

## Footnote

We came together at the house."
"# Translate:

недаром

## Footnote

Недаром он победил.","for good reason

## Footnote

He won for good reason."
"# Translate:

насквозь

## Footnote

Я мокрый насквозь.","through

## Footnote

I am wet through."
"# Translate:

сумочка

## Footnote

Она забыла сумочку.","handbag

## Footnote

She forgot the handbag."
"# Translate:

обломок

## Footnote

Обломок стекла на стуле.","fragment

## Footnote

A fragment of glass is on the chair."
"# Translate:

пересечь

## Footnote

Мы планируем пересечь реку.","to cross, to intersect

## Footnote

We plan to cross the river."
"# Translate:

шуба

## Footnote

На ней новая шуба.","fur coat

## Footnote

She is wearing a new fur coat."
"# Translate:

загнать

## Footnote

Он загнал гвоздь.","to drive in

## Footnote

He drove in the nail."
"# Translate:

бокс

## Footnote

Он смотрит бокс.","boxing

## Footnote

He watches boxing."
"# Translate:

мамин

## Footnote

Это мамина книга.","mom's

## Footnote

This is mom's book."
"# Translate:

смириться

## Footnote

Я смирился с этим.","to resign oneself

## Footnote

I resigned myself to this."
"# Translate:

рискнуть

## Footnote

Я решил рискнуть.","to risk

## Footnote

I decided to risk it."
"# Translate:

поблизости

## Footnote

Магазин поблизости.","nearby

## Footnote

The store is nearby."
"# Translate:

ударный

## Footnote

Это ударный инструмент.","percussion (attributive), percussive

## Footnote

This is a percussion instrument."
"# Translate:

петух

## Footnote

Петух кричит утром.","rooster

## Footnote

The rooster crows in the morning."
"# Translate:

упираться

## Footnote

Он упирается.","to resist

## Footnote

He is resisting."
"# Translate:

компенсировать

## Footnote

Это компенсирует потери.","to compensate

## Footnote

This compensates for the losses."
"# Translate:

немыслимый

## Footnote

Это немыслимая идея.","unthinkable

## Footnote

This is an unthinkable idea."
"# Translate:

заветный

## Footnote

Это моя заветная мечта.","cherished

## Footnote

This is my cherished dream."
"# Translate:

античный

## Footnote

Это античный храм.","classical, ancient Greek or Roman

## Footnote

This is an ancient Greek or Roman temple."
"# Translate:

двадцатый

## Footnote

Это двадцатый век.","twentieth

## Footnote

This is the twentieth century."
