Question,Answer
"# Translate:

шестой

## Footnote

Я шестой.","sixth

## Footnote

I'm sixth."
"# Translate:

блин

## Footnote

Блин, опять опоздал.","damn, crap

## Footnote

Damn, late again."
"# Translate:

дважды

## Footnote

Звонил дважды.","twice

## Footnote

I called twice."
"# Translate:

спускаться

## Footnote

Мы спускаемся.","to go down, to descend

## Footnote

We're going down."
"# Translate:

негативный

## Footnote

Отзыв негативный.","negative

## Footnote

The review is negative."
"# Translate:

свеча

## Footnote

Зажги свечу.","candle

## Footnote

Light the candle."
"# Translate:

медведь

## Footnote

Там медведь!","bear

## Footnote

There's a bear!"
"# Translate:

оперативный

## Footnote

Нужна оперативная помощь.","prompt, operational

## Footnote

We need prompt help."
"# Translate:

помешать

## Footnote

Только не помешай.","to get in the way

## Footnote

Just don't get in the way."
"# Translate:

наверх

## Footnote

Пойдём наверх.","upstairs, up

## Footnote

Let's go upstairs."
"# Translate:

прогноз

## Footnote

Какой прогноз?","forecast

## Footnote

What's the forecast?"
"# Translate:

опрос

## Footnote

Был опрос?","survey, poll

## Footnote

Was there a survey?"
"# Translate:

собеседник

## Footnote

Собеседник молчит.","conversation partner

## Footnote

The other person isn't talking."
"# Translate:

публичный

## Footnote

Это публичное место.","public

## Footnote

This is a public place."
"# Translate:

пожилой

## Footnote

Он уже пожилой.","elderly

## Footnote

He's elderly now."
"# Translate:

подсказать

## Footnote

Подскажи, как пройти.","to prompt, to hint

## Footnote

Can you tell me the way?"
"# Translate:

супруг

## Footnote

Супруг ещё на работе.","husband

## Footnote

My husband's still at work."
"# Translate:

устанавливать

## Footnote

Они устанавливают программу.","to install, to set

## Footnote

They're installing the program."
"# Translate:

миссия

## Footnote

Миссия выполнена.","mission

## Footnote

Mission accomplished."
"# Translate:

свидание

## Footnote

У нас свидание.","date

## Footnote

We've got a date."
"# Translate:

дедушка

## Footnote

Дедушка дома?","grandfather, grandpa

## Footnote

Is grandpa home?"
"# Translate:

платформа

## Footnote

На какой платформе?","platform

## Footnote

Which platform?"
"# Translate:

тонна

## Footnote

Там тонна работы.","ton

## Footnote

There's a ton of work."
"# Translate:

горизонт

## Footnote

Солнце за горизонтом.","horizon

## Footnote

The sun's below the horizon."
"# Translate:

уверить

## Footnote

Могу вас уверить.","to assure

## Footnote

I can assure you."
"# Translate:

сахар

## Footnote

Без сахара.","sugar

## Footnote

No sugar."
"# Translate:

эволюция

## Footnote

Это эволюция.","evolution

## Footnote

That's evolution."
"# Translate:

мебель

## Footnote

Купили мебель.","furniture

## Footnote

We bought furniture."
"# Translate:

типичный

## Footnote

Типичный случай.","typical

## Footnote

A typical case."
"# Translate:

пустыня

## Footnote

Жарко, как в пустыне.","desert

## Footnote

It's hot as a desert."
"# Translate:

оригинальный

## Footnote

Оригинальная идея.","original

## Footnote

An original idea."
"# Translate:

внутрь

## Footnote

Положи внутрь.","inside

## Footnote

Put it inside."
"# Translate:

обида

## Footnote

Без обиды.","offense, resentment

## Footnote

No offense."
"# Translate:

призывать

## Footnote

Они призывают к миру.","to call for, to urge

## Footnote

They're calling for peace."
"# Translate:

сочетание

## Footnote

Странное сочетание.","combination

## Footnote

A strange combination."
"# Translate:

заканчиваться

## Footnote

Фильм заканчивается.","to end, to run out

## Footnote

The movie's ending."
"# Translate:

вооружение

## Footnote

Новое вооружение.","weaponry, arms

## Footnote

New weaponry."
"# Translate:

чашка

## Footnote

Мне нужна чашка кофе.","cup

## Footnote

I need a cup of coffee."
"# Translate:

справка

## Footnote

Нужна справка.","certificate

## Footnote

I need a certificate."
"# Translate:

прокуратура

## Footnote

Звонили из прокуратуры.","prosecutor's office

## Footnote

The prosecutor's office called."
"# Translate:

артист

## Footnote

Артист вышел.","performer, actor

## Footnote

The performer came out."
"# Translate:

пожелать

## Footnote

Пожелай мне удачи.","to wish

## Footnote

Wish me luck."
"# Translate:

съезд

## Footnote

Съезд завтра.","congress, convention

## Footnote

The congress is tomorrow."
"# Translate:

профессионал

## Footnote

Он настоящий профессионал.","professional

## Footnote

He's a true professional."
"# Translate:

позади

## Footnote

Он позади.","behind

## Footnote

He's behind."
"# Translate:

приобретение

## Footnote

Новое приобретение.","purchase, acquisition

## Footnote

A new purchase."
"# Translate:

принц

## Footnote

Где принц?","prince

## Footnote

Where's the prince?"
"# Translate:

график

## Footnote

Какой у тебя график?","schedule

## Footnote

What's your schedule?"
"# Translate:

отдохнуть

## Footnote

Мне нужно отдохнуть.","to rest

## Footnote

I need to rest."
"# Translate:

философ

## Footnote

Он философ.","philosopher

## Footnote

He's a philosopher."
"# Translate:

превратить

## Footnote

Не преврати это в скандал.","to turn into

## Footnote

Don't turn this into a scandal."
"# Translate:

сдавать

## Footnote

Я сдаю экзамен.","to take (an exam), to hand in

## Footnote

I'm taking an exam."
"# Translate:

племя

## Footnote

Всё племя приехало.","tribe, clan

## Footnote

The whole clan showed up."
"# Translate:

ветка

## Footnote

Не ломай ветку.","branch

## Footnote

Don't break the branch."
"# Translate:

сталкиваться

## Footnote

Я часто с этим сталкиваюсь.","to run into, to encounter

## Footnote

I run into this a lot."
"# Translate:

гнев

## Footnote

Сдержи гнев.","anger

## Footnote

Hold your temper."
"# Translate:

захотеться

## Footnote

Мне захотелось кофе.","to feel like

## Footnote

I felt like having coffee."
"# Translate:

почтовый

## Footnote

Почтовый ящик полный.","postal, mail

## Footnote

The mailbox is full."
"# Translate:

слабость

## Footnote

Это моя слабость.","weakness

## Footnote

That's my weakness."
"# Translate:

целиком

## Footnote

Съел целиком.","whole, entirely

## Footnote

Ate it whole."
"# Translate:

консультант

## Footnote

Он консультант.","consultant

## Footnote

He's a consultant."
"# Translate:

крепость

## Footnote

Старая крепость.","fortress

## Footnote

An old fortress."
"# Translate:

церковный

## Footnote

Церковный праздник.","church (adj.)

## Footnote

A church holiday."
"# Translate:

разделять

## Footnote

Я не разделяю это мнение.","to share, to divide

## Footnote

I don't share that view."
"# Translate:

разбираться

## Footnote

Я в этом не разбираюсь.","to know about, to figure out

## Footnote

I don't know anything about this."
"# Translate:

правление

## Footnote

Новое правление.","board, rule

## Footnote

A new board."
"# Translate:

сладкий

## Footnote

Слишком сладкий.","sweet

## Footnote

Too sweet."
"# Translate:

видать

## Footnote

Видать, он уже ушёл.","apparently

## Footnote

Looks like he's already gone."
"# Translate:

ствол

## Footnote

Ствол дерева толстый.","trunk

## Footnote

The tree trunk is thick."
"# Translate:

завершить

## Footnote

Нужно завершить работу.","to complete, to finish

## Footnote

Need to finish the work."
"# Translate:

дождаться

## Footnote

Дождись меня.","to wait for

## Footnote

Wait for me."
"# Translate:

независимость

## Footnote

Борются за независимость.","independence

## Footnote

They're fighting for independence."
"# Translate:

недавний

## Footnote

Недавний случай.","recent

## Footnote

A recent case."
