Question,Answer
"# Translate:

распоряжение

## Footnote

По чьему распоряжению?","order, instruction

## Footnote

On whose orders?"
"# Translate:

щека

## Footnote

Щека болит.","cheek

## Footnote

My cheek hurts."
"# Translate:

вероятность

## Footnote

Какая вероятность?","probability, likelihood

## Footnote

What's the likelihood?"
"# Translate:

заработать

## Footnote

Сколько заработал?","to earn

## Footnote

How much did you earn?"
"# Translate:

обсудить

## Footnote

Давай обсудим.","to discuss

## Footnote

Let's talk it over."
"# Translate:

рубеж

## Footnote

Это важный рубеж.","frontier, milestone

## Footnote

This is a major milestone."
"# Translate:

интеллектуальный

## Footnote

Слишком интеллектуальный.","intellectual

## Footnote

Too intellectual."
"# Translate:

коробка

## Footnote

Я нашел кота в коробке.","box, case

## Footnote

I found a cat in the box."
"# Translate:

агент

## Footnote

Это наш агент.","agent

## Footnote

That's our agent."
"# Translate:

заменить

## Footnote

Можешь заменить меня?","to replace

## Footnote

Can you cover for me?"
"# Translate:

согласие

## Footnote

Нужно твоё согласие.","consent, agreement

## Footnote

We need your consent."
"# Translate:

критерий

## Footnote

Это главный критерий.","criterion

## Footnote

That's the main criterion."
"# Translate:

посылать

## Footnote

Не посылай это.","to send

## Footnote

Don't send that."
"# Translate:

происхождение

## Footnote

Какое происхождение?","origin

## Footnote

What's the origin?"
"# Translate:

эфир

## Footnote

Мы в эфире.","air (broadcast)

## Footnote

We're on the air."
"# Translate:

смешной

## Footnote

Смешной фильм.","funny

## Footnote

A funny movie."
"# Translate:

потребовать

## Footnote

Он потребовал деньги.","to demand

## Footnote

He demanded the money."
"# Translate:

абсолютный

## Footnote

Абсолютная правда.","absolute

## Footnote

The absolute truth."
"# Translate:

приятель

## Footnote

Это мой приятель.","buddy, pal

## Footnote

That's my buddy."
"# Translate:

семинар

## Footnote

Завтра семинар.","seminar

## Footnote

There's a seminar tomorrow."
"# Translate:

метро

## Footnote

Я езжу на метро на работу.","metro, subway

## Footnote

I take the metro to work."
"# Translate:

рекомендовать

## Footnote

Рекомендую этот фильм.","to recommend

## Footnote

I recommend this movie."
"# Translate:

сервер

## Footnote

Сервер упал.","server

## Footnote

The server went down."
"# Translate:

публика

## Footnote

Публика ждёт.","audience

## Footnote

The audience is waiting."
"# Translate:

молитва

## Footnote

Тихая молитва.","prayer

## Footnote

A quiet prayer."
"# Translate:

очки

## Footnote

Он потерял очки.","glasses

## Footnote

He lost his glasses."
"# Translate:

таблица

## Footnote

Смотри таблицу.","table, chart

## Footnote

Look at the table."
"# Translate:

юный

## Footnote

Он ещё юный.","young

## Footnote

He's still young."
"# Translate:

сдать

## Footnote

Я сдал экзамен.","to pass, to hand in

## Footnote

I passed the exam."
"# Translate:

ненавидеть

## Footnote

Я это ненавижу.","to hate

## Footnote

I hate this."
"# Translate:

сопротивление

## Footnote

Сопротивление сильное.","resistance

## Footnote

The resistance is strong."
"# Translate:

справиться

## Footnote

Я справлюсь.","to manage, to cope

## Footnote

I'll manage."
"# Translate:

удача

## Footnote

Удачи на экзамене!","luck, fortune

## Footnote

Good luck on your exam!"
"# Translate:

полицейский

## Footnote

Вон полицейский.","police officer

## Footnote

There's a police officer."
"# Translate:

признавать

## Footnote

Я признаю ошибку.","to admit, to recognize

## Footnote

I admit the mistake."
"# Translate:

сбор

## Footnote

Сбор в восемь.","gathering, collection

## Footnote

We meet at eight."
"# Translate:

длина

## Footnote

Какая длина?","length

## Footnote

What's the length?"
"# Translate:

мирный

## Footnote

Мирный разговор.","peaceful

## Footnote

A peaceful conversation."
"# Translate:

колесо

## Footnote

Колесо спустило.","wheel

## Footnote

The tire's flat."
"# Translate:

намерение

## Footnote

У меня нет такого намерения.","intention

## Footnote

I have no such intention."
"# Translate:

дружба

## Footnote

Это настоящая дружба.","friendship

## Footnote

That's real friendship."
"# Translate:

крест

## Footnote

Он носит крест.","cross

## Footnote

He wears a cross."
"# Translate:

отлично

## Footnote

Отлично!","excellent, great

## Footnote

Excellent!"
