Question,Answer
"# Translate:

резкий

## Footnote

Резкий запах.","sharp, abrupt

## Footnote

A sharp smell."
"# Translate:

сверху

## Footnote

Положи сверху.","above, on top

## Footnote

Put it on top."
"# Translate:

спрос

## Footnote

Спрос большой.","demand

## Footnote

Demand is high."
"# Translate:

различие

## Footnote

В чём различие?","difference, distinction

## Footnote

What's the difference?"
"# Translate:

учение

## Footnote

Странное учение.","doctrine, teaching

## Footnote

A strange doctrine."
"# Translate:

трое

## Footnote

Нас трое.","three, three people

## Footnote

There's three of us."
"# Translate:

отмечать

## Footnote

Сегодня отмечаем?","to celebrate, to mark

## Footnote

Celebrating today?"
"# Translate:

телефонный

## Footnote

Телефонный звонок.","telephone, phone

## Footnote

A phone call."
"# Translate:

восприятие

## Footnote

У тебя другое восприятие.","perception

## Footnote

You see it differently."
"# Translate:

открыться

## Footnote

Дверь открылась.","to open, to open up

## Footnote

The door opened."
"# Translate:

грязный

## Footnote

Обувь грязная.","dirty, filthy

## Footnote

The shoes are dirty."
"# Translate:

доказательство

## Footnote

Это не доказательство.","proof, evidence

## Footnote

That's not proof."
"# Translate:

деловой

## Footnote

Это деловой разговор.","business, businesslike

## Footnote

This is a business conversation."
"# Translate:

пятница

## Footnote

Давай в пятницу.","Friday

## Footnote

Let's do Friday."
"# Translate:

кольцо

## Footnote

Где кольцо?","ring

## Footnote

Where's the ring?"
"# Translate:

продавец

## Footnote

Спроси у продавца.","seller, salesperson

## Footnote

Ask the salesperson."
"# Translate:

захватить

## Footnote

Захвати ключи!","to grab, to seize

## Footnote

Grab the keys!"
"# Translate:

персонаж

## Footnote

Кто главный персонаж?","character

## Footnote

Who's the main character?"
"# Translate:

величина

## Footnote

Какая величина?","size, magnitude

## Footnote

How big is that?"
"# Translate:

напряжение

## Footnote

В комнате напряжение.","tension

## Footnote

There's tension in the room."
"# Translate:

преподаватель

## Footnote

Спроси преподавателя.","teacher, instructor

## Footnote

Ask the instructor."
"# Translate:

обязательный

## Footnote

Вход обязательный.","mandatory, obligatory

## Footnote

Entry is mandatory."
"# Translate:

найтись

## Footnote

Ключи нашлись.","to turn up, to be found

## Footnote

The keys turned up."
"# Translate:

крестьянин

## Footnote

Дед был крестьянин.","peasant, farmer

## Footnote

Granddad was a peasant."
"# Translate:

приняться

## Footnote

Она принялась за работу.","to set about, to start

## Footnote

She set about the work."
"# Translate:

отказываться

## Footnote

Я отказываюсь.","to refuse, to decline

## Footnote

I refuse."
"# Translate:

предположить

## Footnote

Предположим, он прав.","to suppose, to assume

## Footnote

Suppose he's right."
"# Translate:

поймать

## Footnote

Поймал?","to catch

## Footnote

Did you catch it?"
"# Translate:

сельский

## Footnote

Сельский дом.","rural, country

## Footnote

A country house."
