Question,Answer
"# Translate:

hanger

## Footnote

The coat is on the hanger.","вешалка

## Footnote

Пальто на вешалке."
"# Translate:

dogma

## Footnote

This belief became dogma.","догма

## Footnote

Это убеждение стало догмой."
"# Translate:

rely

## Footnote

I can rely on you.","положиться

## Footnote

Я могу положиться на вас."
"# Translate:

circumference

## Footnote

The circumference is large.","окружность

## Footnote

Окружность большая."
"# Translate:

hoarsely

## Footnote

He spoke hoarsely in the dark.","хрипло

## Footnote

Он хрипло говорил в темноте."
"# Translate:

Bulgarian

## Footnote

I love Bulgarian food.","болгарский

## Footnote

Я люблю болгарскую кухню."
"# Translate:

collective farm worker

## Footnote

The collective farm worker works in the field.","колхозник

## Footnote

Колхозник работает в поле."
"# Translate:

carving

## Footnote

I like this wood carving.","резьба

## Footnote

Мне нравится эта резьба по дереву."
"# Translate:

concentration camp

## Footnote

They visited a former concentration camp.","концлагерь

## Footnote

Они посетили бывший концлагерь."
"# Translate:

to cough

## Footnote

He did not cough.","кашлять

## Footnote

Он не кашлял."
"# Translate:

bottomless

## Footnote

Her eyes are bottomless.","бездонный

## Footnote

Её глаза бездонные."
"# Translate:

willow

## Footnote

The willow stands by the river.","ива

## Footnote

Ива стоит у реки."
"# Translate:

mistakenly

## Footnote

The answer was mistakenly marked.","ошибочно

## Footnote

Ответ ошибочно отметили."
"# Translate:

ark

## Footnote

They will build an ark.","ковчег

## Footnote

Они построят ковчег."
"# Translate:

soundlessly

## Footnote

She walked soundlessly.","беззвучно

## Footnote

Она беззвучно шла."
"# Translate:

sixtieth

## Footnote

Today is the sixtieth day.","шестидесятый

## Footnote

Сегодня шестидесятый день."
"# Translate:

blouse

## Footnote

She will buy a blouse tomorrow.","блузка

## Footnote

Она купит блузку завтра."
"# Translate:

to be amazed

## Footnote

You will be amazed.","обалдеть

## Footnote

Ты обалдеешь."
"# Translate:

to be fixed

## Footnote

The rate is fixed each day.","фиксироваться

## Footnote

Ставка фиксируется каждый день."
"# Translate:

shepherd dog

## Footnote

The shepherd dog guards the sheep.","овчарка

## Footnote

Овчарка охраняет овец."
"# Translate:

continuity

## Footnote

We need continuity of power.","преемственность

## Footnote

Нам нужна преемственность власти."
"# Translate:

behavioral

## Footnote

This is a behavioral problem.","поведенческий

## Footnote

Это поведенческая проблема."
"# Translate:

sewerage

## Footnote

The city has sewerage.","канализация

## Footnote

В городе есть канализация."
"# Translate:

ethnos

## Footnote

Each ethnos has a history.","этнос

## Footnote

У каждого этноса есть история."
"# Translate:

gambler

## Footnote

The gambler lost everything.","азартный игрок

## Footnote

Азартный игрок потерял всё."
"# Translate:

alteration

## Footnote

The dress needed an alteration.","переделка

## Footnote

Платью нужна была переделка."
"# Translate:

mythical

## Footnote

Dragons are mythical creatures.","мифический

## Footnote

Драконы - мифические существа."
"# Translate:

oppressive

## Footnote

The silence was oppressive.","тягостный

## Footnote

Тишина была тягостной."
"# Translate:

pastry

## Footnote

I want a pastry.","пирожное

## Footnote

Я хочу пирожное."
"# Translate:

repent

## Footnote

He will repent for his sins.","каяться

## Footnote

Он будет каяться в своих грехах."
"# Translate:

vaccine

## Footnote

The vaccine protects us.","вакцина

## Footnote

Вакцина защищает нас."
"# Translate:

pass-through

## Footnote

This gate has high pass-through capacity.","пропускной

## Footnote

У этих ворот высокая пропускная способность."
"# Translate:

depart

## Footnote

The train must depart.","отбыть

## Footnote

Поезд должен отбыть."
"# Translate:

skeptically

## Footnote

She looked at him skeptically.","скептически

## Footnote

Она скептически посмотрела на него."
"# Translate:

manure

## Footnote

There is manure on the field.","навоз

## Footnote

На поле есть навоз."
"# Translate:

general education

## Footnote

This is a general education school.","общеобразовательный

## Footnote

Это общеобразовательная школа."
"# Translate:

unharmed

## Footnote

He is unharmed.","невредимый

## Footnote

Он невредим."
"# Translate:

almighty

## Footnote

God is almighty.","всемогущий

## Footnote

Бог всемогущий."
"# Translate:

astrology

## Footnote

She believes in astrology deeply.","астрология

## Footnote

Она глубоко верит в астрологию."
"# Translate:

incoherent

## Footnote

His speech was incoherent.","невнятный

## Footnote

Его речь была невнятной."
"# Translate:

squint

## Footnote

He will squint at the bright light.","прищуриться

## Footnote

Он прищурится от яркого света."
"# Translate:

Mexican

## Footnote

I love Mexican food.","мексиканский

## Footnote

Я люблю мексиканскую кухню."
"# Translate:

renounce

## Footnote

He will renounce his faith.","отречься

## Footnote

Он отречётся от своей веры."
"# Translate:

trusting

## Footnote

She was too trusting of strangers.","доверчивый

## Footnote

Она была слишком доверчивой к незнакомцам."
"# Translate:

motherhood

## Footnote

Motherhood is not easy.","материнство

## Footnote

Материнство — это нелегко."
"# Translate:

tailor

## Footnote

The tailor works.","портной

## Footnote

Портной работает."
"# Translate:

magnet

## Footnote

The magnet holds the note.","магнит

## Footnote

Магнит держит записку."
