Question,Answer
"# Translate:

passionate

## Footnote

She is passionate about painting.","страстный

## Footnote

Она страстно увлекается живописью."
"# Translate:

to turn on

## Footnote

Press the button to turn on the light.","включаться

## Footnote

Нажмите на кнопку, чтобы включить свет."
"# Translate:

founder

## Footnote

The founder launched the company in 1998.","основатель

## Footnote

Основатель запустил компанию в 1998 году."
"# Translate:

laureate

## Footnote

The Nobel laureate gave an inspiring speech.","лауреат

## Footnote

Лауреат Нобелевской премии произнес вдохновляющую речь."
"# Translate:

competitive

## Footnote

The market is highly competitive.","конкурентный

## Footnote

Рынок высоко конкурентный."
"# Translate:

burst in

## Footnote

He burst in without knocking.","ворваться

## Footnote

Он ворвался без стука."
"# Translate:

detection

## Footnote

Early detection saves lives.","выявление

## Footnote

Раннее выявление спасает жизни."
"# Translate:

work out

## Footnote

Let's work out the details later.","проработать

## Footnote

Давайте проработаем детали позже."
"# Translate:

brake

## Footnote

Press the brake to stop.","тормоз

## Footnote

Нажмите на тормоз, чтобы остановиться."
"# Translate:

patriarch

## Footnote

The patriarch led the religious ceremony.","патриарх

## Footnote

Патриарх возглавил религиозную церемонию."
"# Translate:

monitoring

## Footnote

Monitoring pollution levels is crucial.","мониторинг

## Footnote

Мониторинг уровней загрязнения крайне важен."
"# Translate:

encyclopedia

## Footnote

I read it in an encyclopedia.","энциклопедия

## Footnote

Я прочитал это в энциклопедии."
"# Translate:

khan

## Footnote

Genghis Khan conquered vast territories.","хан

## Footnote

Чингисхан завоевал обширные территории."
"# Translate:

wake

## Footnote

I will wake you at 7 AM.","будить

## Footnote

Я разбужу тебя в 7 утра."
"# Translate:

rostrum

## Footnote

He spoke passionately from the rostrum.","трибуна

## Footnote

Он говорил страстно с трибуны."
"# Translate:

to be resolved

## Footnote

The issue is to be resolved soon.","разрешаться

## Footnote

Проблема должна быть скоро разрешена."
"# Translate:

to be cited

## Footnote

The source is to be cited properly.","приводиться

## Footnote

Источник должен быть правильно приведён."
"# Translate:

to be visible

## Footnote

The mountain began to be visible.","виднеться

## Footnote

Гора начала виднеться."
"# Translate:

entrepreneurship

## Footnote

Entrepreneurship drives economic growth globally.","предпринимательство

## Footnote

Предпринимательство стимулирует экономический рост во всем мире."
"# Translate:

get stuck

## Footnote

I always get stuck in traffic.","застрять

## Footnote

Я всегда застреваю в пробке."
"# Translate:

charitable

## Footnote

She runs a charitable organization.","благотворительный

## Footnote

Она управляет благотворительной организацией."
"# Translate:

printer

## Footnote

The printer is out of ink.","принтер

## Footnote

Принтер закончилась чернила."
"# Translate:

distrust

## Footnote

She felt deep distrust towards him.","недоверие

## Footnote

Она испытывала глубокое недоверие к нему."
"# Translate:

compete

## Footnote

Companies compete fiercely in the market.","конкурировать

## Footnote

Компании ожесточенно конкурируют на рынке."
"# Translate:

acid

## Footnote

Lemon juice contains citric acid.","кислота

## Footnote

В лимонном соке содержится лимонная кислота."
"# Translate:

to take care of

## Footnote

She promised to take care of him.","ухаживать

## Footnote

Она пообещала ухаживать за ним."
"# Translate:

pigeon

## Footnote

A pigeon cooed on the windowsill.","голубь

## Footnote

Голубь гулял на подоконнике."
"# Translate:

to extract

## Footnote

They learned to extract oil efficiently.","добывать

## Footnote

Они научились эффективно добывать нефть."
"# Translate:

morally

## Footnote

He felt morally obligated to help.","морально

## Footnote

Он чувствовал моральную обязанность помочь."
"# Translate:

embarrass

## Footnote

His question began to embarrass her.","смущать

## Footnote

Его вопрос начал смущать её."
"# Translate:

ice cream

## Footnote

I love chocolate ice cream.","мороженое

## Footnote

Я люблю шоколадное мороженое."
"# Translate:

squirrel

## Footnote

The squirrel climbed the tall tree.","белок

## Footnote

Белка забралась на высокое дерево."
"# Translate:

legendary

## Footnote

His skills were truly legendary.","легендарный

## Footnote

Его навыки были действительно легендарными."
"# Translate:

tobacco

## Footnote

He rolled his own tobacco cigarettes.","табак

## Footnote

Он скручивал сигареты из своего табака."
"# Translate:

to reason

## Footnote

He tried to reason with them.","соображать

## Footnote

Он пытался соображать с ними."
"# Translate:

hire

## Footnote

We will hire a new manager.","нанять

## Footnote

Мы нанимем нового менеджера."
"# Translate:

prevail

## Footnote

Justice will prevail in the end.","преобладать

## Footnote

В конце концов, справедливость будет преобладать."
"# Translate:

designation

## Footnote

""Each button has a clear designation.""","обозначение

## Footnote

Каждая кнопка имеет четкое обозначение."
"# Translate:

modeling

## Footnote

Modeling complex systems requires expertise.","моделирование

## Footnote

Моделирование сложных систем требует экспертизы."
"# Translate:

testament

## Footnote

His will is a sacred testament.","завет

## Footnote

Его воля - священный завет."
"# Translate:

to intensify

## Footnote

The storm began to intensify overnight.","усиливаться

## Footnote

Шторм начал усиливаться ночью."
"# Translate:

prevent

## Footnote

Masks can prevent disease spread.","предотвратить

## Footnote

Маски могут предотвратить распространение болезней."
"# Translate:

welcome

## Footnote

Welcome to our cozy home!","пожаловать

## Footnote

Добро пожаловать в наш уютный дом!"
"# Translate:

awkward

## Footnote

The silence was awkward between them.","неловко

## Footnote

Между ними было неловко из-за тишины."
"# Translate:

mathematician

## Footnote

The mathematician solved the complex equation.","математик

## Footnote

Математик решил сложное уравнение."
"# Translate:

enlightenment

## Footnote

Seeking enlightenment, she studied philosophy.","просвещение

## Footnote

В поисках просвещения она изучала философию."
"# Translate:

over

## Footnote

He worked over his limit.","сверх

## Footnote

Он работал сверх своего предела."
"# Translate:

wrap

## Footnote

Please wrap the gift carefully.","завернуть

## Footnote

Пожалуйста, аккуратно заверните подарок."
"# Translate:

ant

## Footnote

An ant can lift heavy objects.","муравей

## Footnote

Муравей может поднимать тяжелые предметы."
"# Translate:

shovel

## Footnote

He dug the hole with a shovel.","лопата

## Footnote

Он выкопал яму лопатой."
"# Translate:

to drop by

## Footnote

I'll to drop by your house tomorrow.","заехать

## Footnote

Я заеду к тебе домой завтра."
"# Translate:

to be characterized

## Footnote

This region is to be characterized by its unique climate.","характеризоваться

## Footnote

Этот регион должен характеризоваться своим уникальным климатом."
"# Translate:

provincial

## Footnote

She disliked his provincial attitudes.","провинциальный

## Footnote

Ей не нравились его провинциальные взгляды."
"# Translate:

prosperous

## Footnote

The country became prosperous and stable.","благополучный

## Footnote

Страна стала благополучной и стабильной."
"# Translate:

overwhelm

## Footnote

Deadlines can overwhelm anyone easily.","завалить

## Footnote

Сроки могут легко завалить кого угодно."
