Question,Answer
"# Translate:

melt

## Footnote

Snowflakes melt on my hand.","таять

## Footnote

Снежинки тают на моей руке."
"# Translate:

psychiatrist

## Footnote

The psychiatrist helped her immensely.","психиатр

## Footnote

Психиатр оказал ей огромную помощь."
"# Translate:

individuality

## Footnote

Celebrate your individuality every day.","индивидуальность

## Footnote

Отмечайте свою индивидуальность каждый день."
"# Translate:

cling

## Footnote

Leaves cling to the wet window.","вцепиться

## Footnote

Листья вцепились в мокрое окно."
"# Translate:

injection

## Footnote

He received an injection yesterday.","укол

## Footnote

Он получил укол вчера."
"# Translate:

privilege

## Footnote

Education is a significant privilege.","привилегия

## Footnote

Образование - это значительная привилегия."
"# Translate:

stock

## Footnote

The stock market fluctuated today.","фондовый

## Footnote

Фондовый рынок колебался сегодня."
"# Translate:

string

## Footnote

She plucked the guitar string gently.","струна

## Footnote

Она нежно дернула струну гитары."
"# Translate:

to frown

## Footnote

She began to frown in confusion.","нахмуриться

## Footnote

Она начала нахмуриться в недоумении."
"# Translate:

coalition

## Footnote

The coalition government faced tough challenges.","коалиция

## Footnote

Коалиционное правительство столкнулось с серьезными вызовами."
"# Translate:

to distribute

## Footnote

They plan to distribute free meals.","раздавать

## Footnote

Они планируют раздавать бесплатные обеды."
"# Translate:

chase

## Footnote

The police chase lasted hours.","погоня

## Footnote

Погоня полиции длилась часами."
"# Translate:

to rush by

## Footnote

The train seemed to rush by.","проноситься

## Footnote

Поезд казалось проносился мимо."
"# Translate:

cube

## Footnote

I solved the puzzle cube quickly.","кубик

## Footnote

Я быстро решил кубик-головоломку."
"# Translate:

fur

## Footnote

Her coat was lined with fur.","мех

## Footnote

Её пальто было на подкладке из меха."
"# Translate:

physiological

## Footnote

Stress has physiological effects on the body.","физиологический

## Footnote

Стресс оказывает физиологическое воздействие на организм."
"# Translate:

disturb

## Footnote

Please do not disturb the sleeping baby.","тревожить

## Footnote

Пожалуйста, не тревожьте спящего ребенка."
"# Translate:

influenza

## Footnote

She caught influenza last winter.","грипп

## Footnote

Она подхватила грипп прошлой зимой."
"# Translate:

professionally

## Footnote

She sings professionally on weekends.","профессионально

## Footnote

Она поет профессионально по выходным."
"# Translate:

to stroke

## Footnote

She began to stroke the cat gently.","погладить

## Footnote

Она начала нежно погладить кота."
"# Translate:

crumble

## Footnote

The cookie will crumble easily.","рассыпаться

## Footnote

Печенье легко рассыпется."
"# Translate:

sort through

## Footnote

I'll sort through these old photos.","перебирать

## Footnote

Я буду перебирать эти старые фотографии."
"# Translate:

ski

## Footnote

I love to ski in winter.","лыжа

## Footnote

Я люблю кататься на лыжах зимой."
"# Translate:

automation

## Footnote

Automation simplifies complex processes.","автоматизация

## Footnote

Автоматизация упрощает сложные процессы."
"# Translate:

concrete

## Footnote

The bridge is made of concrete.","бетонный

## Footnote

Мост сделан из бетона."
"# Translate:

sight

## Footnote

He adjusted the rifle's sight carefully.","прицел

## Footnote

Он тщательно отрегулировал прицел винтовки."
"# Translate:

fox

## Footnote

The fox sneaked through the woods.","лиса

## Footnote

Лиса прокралась через лес."
"# Translate:

lighthouse

## Footnote

The lighthouse guides ships safely home.","маяк

## Footnote

Маяк безопасно направляет корабли домой."
"# Translate:

influential

## Footnote

He became an influential political figure.","влиятельный

## Footnote

Он стал влиятельной политической фигурой."
"# Translate:

to beat

## Footnote

He vowed to beat the attacker.","избить

## Footnote

Он поклялся избить нападавшего."
"# Translate:

correctness

## Footnote

He doubted the correctness of her answer.","правильность

## Footnote

Он сомневался в правильности её ответа."
"# Translate:

mechanics

## Footnote

He studies physics and mechanics.","механика

## Footnote

Он изучает физику и механику."
"# Translate:

whirlwind

## Footnote

The whirlwind swept across the plains.","вихрь

## Footnote

Вихрь пронесся по равнинам."
"# Translate:

antenna

## Footnote

The car's antenna was broken off.","антенна

## Footnote

Антенна машины была сломана."
"# Translate:

publicly

## Footnote

He apologized publicly for his mistake.","публично

## Footnote

Он публично извинился за свою ошибку."
"# Translate:

resort

## Footnote

We vacationed at a tropical resort.","курорт

## Footnote

Мы отдыхали на тропическом курорте."
"# Translate:

disappoint

## Footnote

The movie did disappoint many fans.","разочаровать

## Footnote

Фильм разочаровал многих фанатов."
"# Translate:

predecessor

## Footnote

His predecessor set high standards.","предшественник

## Footnote

Его предшественник установил высокие стандарты."
"# Translate:

caution

## Footnote

Exercise caution when crossing the street.","осторожность

## Footnote

Будьте осторожны при переходе улицы."
"# Translate:

crying

## Footnote

She couldn't stop crying yesterday.","плач

## Footnote

Она не могла остановить свой плач вчера."
"# Translate:

nephew

## Footnote

My nephew loves playing soccer.","племянник

## Footnote

Мой племянник любит играть в футбол."
"# Translate:

equip

## Footnote

We must equip the laboratory properly.","оборудовать

## Footnote

Мы должны правильно оборудовать лабораторию."
"# Translate:

adapt

## Footnote

Animals adapt to their environments.","приспособить

## Footnote

Животные приспосабливаются к своей среде."
"# Translate:

to break away

## Footnote

She managed to break away from the crowd.","отрываться

## Footnote

Она смогла оторваться от толпы."
"# Translate:

greeting

## Footnote

A warm greeting can brighten anyone's day.","приветствие

## Footnote

Тёплое приветствие может осветить день любого человека."
"# Translate:

controlled

## Footnote

The robot is fully controlled remotely.","управляемый

## Footnote

Робот полностью управляемый дистанционно."
"# Translate:

ancestral

## Footnote

They visited their ancestral home.","родовой

## Footnote

Они посетили свой родовой дом."
"# Translate:

educator

## Footnote

The educator nurtured the children's curiosity.","воспитатель

## Footnote

Воспитатель развивал любознательность детей."
"# Translate:

complication

## Footnote

The surgery has a complication risk.","осложнение

## Footnote

Операция имеет риск осложнения."
"# Translate:

chop

## Footnote

I will chop the wood today.","рубить

## Footnote

Я сегодня порублю дрова."
"# Translate:

mock

## Footnote

They often mock his sincere efforts.","издеваться

## Footnote

Они часто издеваются над его искренними стараниями."
"# Translate:

desired

## Footnote

She received the desired gift.","желанный

## Footnote

Она получила желанный подарок."
"# Translate:

despise

## Footnote

I despise dishonesty in any form.","презирать

## Footnote

Я презираю нечестность в любом ее проявлении."
"# Translate:

partial

## Footnote

He offered only a partial explanation.","частичный

## Footnote

Он предложил только частичное объяснение."
"# Translate:

needle

## Footnote

She threaded the needle carefully.","игла

## Footnote

Она осторожно вдевала нитку в иглу."
"# Translate:

chronic

## Footnote

He suffers from chronic pain.","хронический

## Footnote

Он страдает от хронической боли."
"# Translate:

merge

## Footnote

Rivers merge into the ocean.","сливаться

## Footnote

Реки сливаются с океаном."
"# Translate:

to blaze

## Footnote

The forest began to blaze fiercely.","пылать

## Footnote

Лес начал яростно пылать."
"# Translate:

apology

## Footnote

I owe you an apology.","извинение

## Footnote

Я вам должен извинение."
