Question,Answer
"# Translate:

advertising

## Footnote

Advertising boosts product sales significantly.","рекламный

## Footnote

Реклама значительно увеличивает продажи товаров."
"# Translate:

criminal

## Footnote

He faced criminal charges.","уголовный

## Footnote

Он столкнулся с уголовными обвинениями."
"# Translate:

to be determined

## Footnote

The winner is to be determined.","определяться

## Footnote

Победитель должен быть определён."
"# Translate:

witness

## Footnote

He was a witness to the crime.","свидетель

## Footnote

Он был свидетелем преступления."
"# Translate:

kilogram

## Footnote

I bought a kilogram of apples.","килограмм

## Footnote

Я купил килограмм яблок."
"# Translate:

exam

## Footnote

I passed the exam successfully.","экзамен

## Footnote

Я успешно сдал экзамен."
"# Translate:

derive

## Footnote

We can derive the formula easily.","вывести

## Footnote

Мы можем легко вывести формулу."
"# Translate:

pull

## Footnote

Pull the door to open it.","тянуть

## Footnote

Чтобы открыть, тяните дверь."
"# Translate:

manager

## Footnote

The manager approved the project proposal.","менеджер

## Footnote

Менеджер одобрил проект предложения."
"# Translate:

cycle

## Footnote

The water cycle is fascinating.","цикл

## Footnote

Водный цикл удивителен."
"# Translate:

surprise

## Footnote

Her gift was a pleasant surprise.","удивление

## Footnote

Её подарок был приятным удивлением."
"# Translate:

Jewish

## Footnote

He attended a Jewish religious service.","еврейский

## Footnote

Он посетил еврейскую религиозную службу."
"# Translate:

reasonable

## Footnote

His demands were quite reasonable.","разумный

## Footnote

Его требования были вполне разумны."
"# Translate:

investment

## Footnote

Real estate is a solid investment.","инвестиция

## Footnote

Недвижимость - это надежная инвестиция."
"# Translate:

inscription

## Footnote

The ancient vase bore an inscription.","надпись

## Footnote

На древней вазе была надпись."
"# Translate:

to happen

## Footnote

Accidents tend to happen unexpectedly.","случаться

## Footnote

Аварии обычно случаются неожиданно."
"# Translate:

bag

## Footnote

She carried her bag everywhere.","сумка

## Footnote

Она носила свою сумку везде."
"# Translate:

gold

## Footnote

She wore a stunning gold necklace.","золото

## Footnote

Она носила потрясающее золотое ожерелье."
