Question,Answer
"# Translate:

overlapping

## Footnote

The overlapping schedules caused confusion.","перекрытие

## Footnote

Перекрытие расписаний вызвало путаницу."
"# Translate:

Brazilian

## Footnote

She loves Brazilian coffee flavors.","бразильский

## Footnote

Она любит вкусы бразильского кофе."
"# Translate:

vinegar

## Footnote

I added vinegar to the salad.","уксус

## Footnote

Я добавил уксус в салат."
"# Translate:

pawn

## Footnote

He moved his pawn forward.","пешка

## Footnote

Он передвинул свою пешку вперёд."
"# Translate:

cosmodrome

## Footnote

The cosmodrome launched a new satellite.","космодром

## Footnote

Космодром запустил новый спутник."
"# Translate:

saucer

## Footnote

Place your cup on the saucer.","блюдце

## Footnote

Поставьте вашу чашку на блюдце."
"# Translate:

radio listener

## Footnote

The radio listener won a prize.","радиослушатель

## Footnote

Радиослушатель выиграл приз."
"# Translate:

bra

## Footnote

She bought a new bra yesterday.","лифчик

## Footnote

Она купила новый лифчик вчера."
"# Translate:

to crawl out

## Footnote

He managed to crawl out unharmed.","выползать

## Footnote

Он смог выползти невредимым."
"# Translate:

one-room

## Footnote

I live in a one-room apartment.","однокомнатный

## Footnote

Я живу в однокомнатной квартире."
"# Translate:

liner

## Footnote

The ocean liner set sail at dawn.","лайнер

## Footnote

Лайнер отплыл на рассвете."
"# Translate:

fuse

## Footnote

Check the fuse box first.","предохранитель

## Footnote

Сначала проверьте коробку предохранителей."
"# Translate:

gathering

## Footnote

A sinister gathering loomed in the shadows.","сборище

## Footnote

Зловещее сборище таилось в тенях."
"# Translate:

anthill

## Footnote

Ants swarmed over the anthill.","муравейник

## Footnote

Муравьи роились на муравейнике."
"# Translate:

democratization

## Footnote

The democratization process is challenging.","демократизация

## Footnote

Процесс демократизации сложен."
"# Translate:

extremist

## Footnote

He held extremist views online.","экстремистский

## Footnote

Он придерживался экстремистских взглядов в интернете."
"# Translate:

to tuck in

## Footnote

She helped to tuck in the sheets.","заправить

## Footnote

Она помогла заправить простыни."
"# Translate:

plaster

## Footnote

We need to apply plaster to the wall.","штукатурка

## Footnote

Нам нужно нанести штукатурку на стену."
"# Translate:

to decline

## Footnote

Sales began to decline rapidly.","спадать

## Footnote

Продажи начали быстро спадать."
"# Translate:

doorman

## Footnote

The doorman greeted us warmly.","швейцар

## Footnote

Швейцар тепло нас встретил."
"# Translate:

withdrawal

## Footnote

The withdrawal of troops began at dawn.","выведение

## Footnote

Выведение войск началось на рассвете."
"# Translate:

woodpecker

## Footnote

A woodpecker tapped on the tree.","дятел

## Footnote

Дятел стучал по дереву."
"# Translate:

sew on

## Footnote

I'll sew on the button tomorrow.","пришить

## Footnote

Я пришью пуговицу завтра."
"# Translate:

Pokrovsky

## Footnote

Pokrovsky Cathedral is truly magnificent.","покровский

## Footnote

Покровский собор действительно великолепен."
"# Translate:

approvingly

## Footnote

She nodded approvingly at his idea.","одобрительно

## Footnote

Она одобрительно кивнула на его идею."
"# Translate:

skit

## Footnote

They performed a hilarious skit.","сценка

## Footnote

Они исполнили смешную сценку."
