Question,Answer
"# Translate:

to bite

## Footnote

The dog will bite if provoked.","morder

## Footnote

El perro morderá si se le provoca."
"# Translate:

bait

## Footnote

He used cheese as mouse bait.","cebo

## Footnote

Usó queso como cebo para ratones."
"# Translate:

you will kill

## Footnote

You will kill the competition.","matarás

## Footnote

Matarás a la competencia."
"# Translate:

you want (Argentina)

## Footnote

Do you want some coffee?","querés

## Footnote

¿Querés un poco de café?"
"# Translate:

kindly

## Footnote

She kindly offered her assistance.","amablemente

## Footnote

Ella amablemente ofreció su ayuda."
"# Translate:

Canadian

## Footnote

She is Canadian.","canadiense

## Footnote

Ella es canadiense."
"# Translate:

rapist

## Footnote

The rapist was finally arrested yesterday.","violador

## Footnote

El violador fue finalmente arrestado ayer."
"# Translate:

crust

## Footnote

The bread's crust was perfectly crispy.","corteza

## Footnote

La corteza del pan estaba perfectamente crujiente."
"# Translate:

you discovered

## Footnote

You discovered a hidden talent.","descubriste

## Footnote

Descubriste un talento oculto."
"# Translate:

bat

## Footnote

The bat flew out at dusk.","murciélago

## Footnote

El murciélago voló al anochecer."
"# Translate:

throw you out

## Footnote

I will throw you out if you misbehave.","echarte

## Footnote

Voy a echarte si te portas mal."
"# Translate:

I take care

## Footnote

I take care of my plants.","cuido

## Footnote

Cuido de mis plantas."
"# Translate:

to attend

## Footnote

I plan to attend the meeting.","acudir

## Footnote

Planeo acudir a la reunión."
"# Translate:

to be quiet

## Footnote

You have to be quiet.","callarte

## Footnote

Tienes que callarte."
"# Translate:

voluntarily

## Footnote

I did it voluntarily.","voluntariamente

## Footnote

Lo hice voluntariamente."
"# Translate:

to adopt

## Footnote

They decided to adopt a child.","adoptar

## Footnote

Decidieron adoptar un niño."
"# Translate:

neglected

## Footnote

The garden looked neglected and wild.","descuidado

## Footnote

El jardín se veía descuidado y salvaje."
"# Translate:

watched, guarded

## Footnote

He's watched the house intently.","vigilado

## Footnote

Él ha vigilado la casa atentamente."
"# Translate:

attack

## Footnote

The attack shocked the entire city.","atentado

## Footnote

El atentado conmocionó a toda la ciudad."
"# Translate:

orgasm

## Footnote

She experienced an intense orgasm.","orgasmo

## Footnote

Ella experimentó un orgasmo intenso."
"# Translate:

to detect

## Footnote

Dogs can detect hidden drugs.","detectar

## Footnote

Los perros pueden detectar drogas ocultas."
"# Translate:

you mentioned

## Footnote

You mentioned going to Paris soon.","mencionaste

## Footnote

Mencionaste ir a París pronto."
"# Translate:

correspondence

## Footnote

I received your correspondence yesterday.","correspondencia

## Footnote

Recibí tu correspondencia ayer."
"# Translate:

rational

## Footnote

His decision was entirely rational.","racional

## Footnote

Su decisión fue completamente racional."
"# Translate:

thin

## Footnote

He is very thin and tall.","flaco

## Footnote

Él es muy flaco y alto."
"# Translate:

I envy

## Footnote

I envy your remarkable talent.","envidio

## Footnote

Envidio tu talento notable."
"# Translate:

sudden

## Footnote

A sudden noise startled everyone.","repentino

## Footnote

Un ruido repentino sobresaltó a todos."
"# Translate:

courts

## Footnote

The courts decide legal disputes.","tribunales

## Footnote

Los tribunales deciden disputas legales."
"# Translate:

message

## Footnote

I left a message for you.","recado

## Footnote

Dejé un recado para ti."
"# Translate:

propaganda

## Footnote

The government spread propaganda widely.","propaganda

## Footnote

El gobierno difundió ampliamente la propaganda."
"# Translate:

you fell

## Footnote

You fell and scraped your knee.","caíste

## Footnote

Te caíste y te raspaste la rodilla."
"# Translate:

salmon

## Footnote

I love grilled salmon for dinner.","salmón

## Footnote

Me encanta el salmón a la parrilla para la cena."
"# Translate:

utility

## Footnote

The utility of this tool is unmatched.","utilidad

## Footnote

La utilidad de esta herramienta es inigualable."
"# Translate:

speed

## Footnote

He admired the car's incredible speed.","rapidez

## Footnote

Él admiraba la increíble rapidez del coche."
"# Translate:

withdraw (imperative, ustedes)

## Footnote

Troops, withdraw from the battlefield.","retírense

## Footnote

Tropas, retírense del campo de batalla."
"# Translate:

summit

## Footnote

They reached the summit at dawn.","cumbre

## Footnote

Llegaron a la cumbre al amanecer."
"# Translate:

streak

## Footnote

He's on a winning streak lately.","racha

## Footnote

Últimamente está en una racha ganadora."
"# Translate:

pole

## Footnote

The bird perched on the pole.","poste

## Footnote

El pájaro se posó en el poste."
"# Translate:

context

## Footnote

Understanding depends on the context.","contexto

## Footnote

La comprensión depende del contexto."
"# Translate:

to honor

## Footnote

We honor our heroes today.","honrar

## Footnote

Hoy honramos a nuestros héroes."
"# Translate:

Turkish

## Footnote

I love Turkish coffee.","turco

## Footnote

Me encanta el café turco."
"# Translate:

abnormal

## Footnote

His behavior was clearly abnormal.","anormal

## Footnote

Su comportamiento era claramente anormal."
"# Translate:

suddenly

## Footnote

Suddenly, the lights went out.","repentinamente

## Footnote

Repentinamente, las luces se apagaron."
"# Translate:

token

## Footnote

Insert a token to play.","ficha

## Footnote

Inserta una ficha para jugar."
"# Translate:

duct

## Footnote

The air duct needs cleaning.","conducto

## Footnote

El conducto de aire necesita limpieza."
"# Translate:

accounting

## Footnote

She is studying accounting at university.","contabilidad

## Footnote

Ella está estudiando contabilidad en la universidad."
"# Translate:

sensitivity

## Footnote

Her sensitivity to art is remarkable.","sensibilidad

## Footnote

Su sensibilidad hacia el arte es notable."
"# Translate:

infernal

## Footnote

The infernal heat was unbearable.","infernal

## Footnote

El calor infernal era insoportable."
