Question,Answer
"# Translate:

interactive

## Footnote

This game is interactive.","интерактивный

## Footnote

Эта игра интерактивная."
"# Translate:

savage

## Footnote

The savage lived on the island.","дикарь (устаревшее, о людях часто оскорбительное); жестокий (прилагательное)

## Footnote

Дикарь жил на острове."
"# Translate:

into the distance

## Footnote

She looked into the distance.","вдаль

## Footnote

Она смотрела вдаль."
"# Translate:

tankman

## Footnote

The tankman is near the tank.","танкист

## Footnote

Танкист рядом с танком."
"# Translate:

sleeping

## Footnote

Find a sleeping place.","спальный

## Footnote

Найдите спальное место."
"# Translate:

to get upset

## Footnote

She began to get upset.","расстраиваться

## Footnote

Она начала расстраиваться."
"# Translate:

to get hooked

## Footnote

Her sleeve got hooked on the door.","зацепиться

## Footnote

Её рукав зацепился за дверь."
"# Translate:

biologist

## Footnote

The biologist is here.","биолог

## Footnote

Биолог здесь."
"# Translate:

flip through

## Footnote

She will flip through the magazine.","листать

## Footnote

Она будет листать журнал."
"# Translate:

the day after tomorrow

## Footnote

I will come the day after tomorrow.","послезавтра

## Footnote

Я приду послезавтра."
"# Translate:

humility

## Footnote

She has humility.","смирение

## Footnote

В ней есть смирение."
"# Translate:

suite

## Footnote

The king's suite followed him.","номер люкс; сюита (музыка); свита (редкое)

## Footnote

Свита короля следовала за ним."
"# Translate:

crust

## Footnote

The bread has a crust.","корка

## Footnote

У хлеба есть корка."
"# Translate:

erection

## Footnote

He had an erection.","эрекция

## Footnote

У него была эрекция."
"# Translate:

special forces

## Footnote

Special forces began the operation.","спецназ

## Footnote

Спецназ начал операцию."
"# Translate:

to devour

## Footnote

He will devour the meat.","пожирать; сожрать (грубое)

## Footnote

Он сожрёт мясо."
"# Translate:

fry

## Footnote

I will fry an egg for breakfast.","жарить

## Footnote

Я буду жарить яйцо на завтрак."
"# Translate:

justified

## Footnote

His words were justified.","обоснованный

## Footnote

Его слова были обоснованны."
"# Translate:

socket

## Footnote

The socket is here.","розетка

## Footnote

Розетка здесь."
"# Translate:

sort of

## Footnote

He is a sort of hero.","вроде, своего рода; эдакий (разговорное)

## Footnote

Он эдакий герой."
"# Translate:

nobility

## Footnote

Her nobility is clear.","благородство

## Footnote

Её благородство очевидно."
"# Translate:

elusive

## Footnote

The thief was elusive.","неуловимый

## Footnote

Вор был неуловим."
"# Translate:

Iranian

## Footnote

This is an Iranian movie.","иранский

## Footnote

Это иранский фильм."
"# Translate:

wealthy

## Footnote

He is a wealthy man.","состоятельный

## Footnote

Он состоятельный человек."
"# Translate:

buffer

## Footnote

We need a buffer here.","буфер

## Footnote

Нам нужен буфер здесь."
"# Translate:

junk

## Footnote

There is junk in the garage.","хлам

## Footnote

В гараже есть хлам."
"# Translate:

consul

## Footnote

The consul spoke to the crowd.","консул

## Footnote

Консул говорил с толпой."
"# Translate:

delicate

## Footnote

This is a delicate question.","деликатный

## Footnote

Это деликатный вопрос."
