Question,Answer
"# Translate:

anthem

## Footnote

They sang the national anthem proudly.","гимн

## Footnote

Они гордо пели гимн."
"# Translate:

patriot

## Footnote

He is a true patriot.","патриот

## Footnote

Он настоящий патриот."
"# Translate:

sixteen

## Footnote

She turned sixteen today.","шестнадцать

## Footnote

Ей исполнилось шестнадцать сегодня."
"# Translate:

addiction

## Footnote

His addiction to coffee is strong.","пристрастие

## Footnote

Его пристрастие к кофе сильное."
"# Translate:

giant

## Footnote

The giant is big.","гигант

## Footnote

Гигант большой."
"# Translate:

boulevard

## Footnote

We walked along the boulevard.","бульвар

## Footnote

Мы шли по бульвару."
"# Translate:

intentionally

## Footnote

He intentionally did it.","нарочно

## Footnote

Он нарочно сделал это."
"# Translate:

oak

## Footnote

The oak stood in the garden.","дуб

## Footnote

Дуб стоял в саду."
"# Translate:

verbal

## Footnote

He gave a verbal answer.","словесный

## Footnote

Он дал словесный ответ."
"# Translate:

synthesis

## Footnote

This is a simple synthesis.","синтез

## Footnote

Это простой синтез."
"# Translate:

cleaning

## Footnote

We started the cleaning today.","уборка

## Footnote

Мы начали уборку сегодня."
"# Translate:

destined

## Footnote

It was destined.","суждено

## Footnote

Так было суждено."
"# Translate:

sew

## Footnote

She likes to sew dresses.","шить

## Footnote

Она любит шить платья."
"# Translate:

swallow

## Footnote

I cannot swallow this.","проглотить

## Footnote

Я не могу проглотить это."
"# Translate:

intercept

## Footnote

The player will intercept the letter.","перехватить

## Footnote

Игрок перехватит письмо."
"# Translate:

small town

## Footnote

She misses her small town.","местечко

## Footnote

Ей не хватает её местечка."
"# Translate:

composite

## Footnote

These are composite materials.","композитный

## Footnote

Это композитные материалы."
"# Translate:

chess

## Footnote

I love playing chess.","шахматы

## Footnote

Я люблю играть в шахматы."
"# Translate:

to suffocate

## Footnote

He began to suffocate in the smoke.","задыхаться

## Footnote

Он начал задыхаться от дыма."
"# Translate:

crystal

## Footnote

The crystal is bright.","кристалл

## Footnote

Кристалл яркий."
"# Translate:

bloom

## Footnote

The flowers begin to bloom in spring.","цвести

## Footnote

Цветы начинают цвести весной."
"# Translate:

to keep silent

## Footnote

He chose to keep silent.","промолчать

## Footnote

Он решил промолчать."
"# Translate:

to introduce

## Footnote

I want to introduce you.","познакомить

## Footnote

Я хочу познакомить вас."
"# Translate:

fork

## Footnote

I need a fork to eat this.","вилка

## Footnote

Мне нужна вилка, чтобы это есть."
"# Translate:

hallway

## Footnote

The hallway is empty.","коридор

## Footnote

Коридор пуст."
"# Translate:

solidly

## Footnote

The wall was solidly built.","прочно

## Footnote

Стена была прочно построена."
"# Translate:

get to

## Footnote

I will get to work by bus.","добираться

## Footnote

Я буду добираться на работу на автобусе."
"# Translate:

mommy

## Footnote

Mommy is home today.","мамочка

## Footnote

Мамочка сегодня дома."
"# Translate:

riding

## Footnote

She likes riding a bicycle.","езда

## Footnote

Ей нравится езда на велосипеде."
"# Translate:

to brake

## Footnote

I must brake now.","тормозить

## Footnote

Мне нужно тормозить сейчас."
"# Translate:

to hunt

## Footnote

He loves to hunt in autumn.","охотиться

## Footnote

Он любит охотиться осенью."
"# Translate:

demolish

## Footnote

They will demolish the building.","снести

## Footnote

Они снесут здание."
"# Translate:

surplus

## Footnote

We have a surplus of apples.","избыток

## Footnote

У нас избыток яблок."
"# Translate:

subordination

## Footnote

Subordination ensures organizational efficiency.","подчинение

## Footnote

Подчинение обеспечивает организационную эффективность."
