Question,Answer
"# Translate:

argument

## Footnote

This is a strong argument.","аргумент

## Footnote

Это сильный аргумент."
"# Translate:

fabric

## Footnote

This fabric is soft.","ткань

## Footnote

Эта ткань мягкая."
"# Translate:

to be preserved

## Footnote

The old house was preserved.","сохраниться

## Footnote

Старый дом сохранился."
"# Translate:

survive

## Footnote

We will survive this war together.","пережить

## Footnote

Мы вместе переживём эту войну."
"# Translate:

warehouse

## Footnote

The warehouse stores many goods.","склад

## Footnote

На складе много товаров."
"# Translate:

egg

## Footnote

I need an egg.","яйцо

## Footnote

Мне нужно яйцо."
"# Translate:

trust

## Footnote

Trust is important.","доверие

## Footnote

Доверие важно."
"# Translate:

gentle

## Footnote

Her voice is gentle.","нежный

## Footnote

Её голос нежный."
"# Translate:

throat

## Footnote

His throat is dry.","горло

## Footnote

У него сухое горло."
"# Translate:

to teach

## Footnote

I want to teach him.","научить

## Footnote

Я хочу научить его."
"# Translate:

to designate

## Footnote

They designated this house for guests.","предназначить

## Footnote

Они предназначили этот дом для гостей."
"# Translate:

format

## Footnote

Choose the right format.","формат

## Footnote

Выберите правильный формат."
"# Translate:

British

## Footnote

He is a British writer.","британский

## Footnote

Он британский писатель."
"# Translate:

cover

## Footnote

Snow will cover the city.","покрыть

## Footnote

Снег покроет город."
"# Translate:

spend

## Footnote

I will spend time at home.","тратить

## Footnote

Я буду тратить время дома."
"# Translate:

existing

## Footnote

This is the existing plan.","существующий

## Footnote

Это существующий план."
"# Translate:

lawyer

## Footnote

I see my lawyer today.","адвокат

## Footnote

Я вижу своего адвоката сегодня."
"# Translate:

experienced

## Footnote

She is an experienced teacher.","опытный

## Footnote

Она опытный учитель."
"# Translate:

gun

## Footnote

He has a gun.","пистолет

## Footnote

У него есть пистолет."
"# Translate:

industrial

## Footnote

This is an industrial city.","промышленный

## Footnote

Это промышленный город."
"# Translate:

teenager

## Footnote

The teenager is at home.","подросток

## Footnote

Подросток дома."
"# Translate:

bomb

## Footnote

They found a bomb.","бомба

## Footnote

Они нашли бомбу."
"# Translate:

tower

## Footnote

The tower is high.","башня

## Footnote

Башня высокая."
"# Translate:

towards

## Footnote

She walked towards him.","навстречу

## Footnote

Она шла ему навстречу."
"# Translate:

socially

## Footnote

She is socially active.","социально

## Footnote

Она социально активна."
"# Translate:

hostess

## Footnote

The hostess opened the door.","хозяйка

## Footnote

Хозяйка открыла дверь."
"# Translate:

deliver

## Footnote

Please deliver this letter tomorrow.","доставить

## Footnote

Пожалуйста, доставьте это письмо завтра."
"# Translate:

pull out

## Footnote

I will pull out the book.","вытащить

## Footnote

Я вытащу книгу."
"# Translate:

wealth

## Footnote

He has great wealth.","богатство

## Footnote

У него большое богатство."
"# Translate:

to be needed

## Footnote

This book will be needed tomorrow.","понадобиться

## Footnote

Эта книга понадобится завтра."
"# Translate:

supreme

## Footnote

The supreme court is important.","верховный

## Footnote

Верховный суд важен."
"# Translate:

motive

## Footnote

His motive is clear.","мотив

## Footnote

Его мотив ясный."
"# Translate:

defeat

## Footnote

They faced defeat with dignity.","поражение

## Footnote

Они приняли поражение с достоинством."
"# Translate:

toilet

## Footnote

The toilet is near the door.","туалет

## Footnote

Туалет рядом с дверью."
"# Translate:

preserve

## Footnote

We want to preserve this house.","сохранять

## Footnote

Мы хотим сохранять этот дом."
"# Translate:

alarm

## Footnote

I hear the alarm.","тревога

## Footnote

Я слышу тревогу."
"# Translate:

to dial

## Footnote

I need to dial her number.","набрать

## Footnote

Мне нужно набрать её номер."
"# Translate:

protect

## Footnote

They will protect the guests.","защитить

## Footnote

Они защитят гостей."
"# Translate:

expensive

## Footnote

This car is very expensive.","дорогой

## Footnote

Эта машина очень дорогая."
"# Translate:

cruel

## Footnote

Life is cruel sometimes.","жестокий

## Footnote

Жизнь иногда жестокая."
"# Translate:

firmly

## Footnote

He closed the door firmly.","крепко

## Footnote

Он крепко закрыл дверь."
"# Translate:

to decide

## Footnote

She decided to go.","решиться

## Footnote

Она решилась пойти."
"# Translate:

deprive

## Footnote

They want to deprive him of his house.","лишить

## Footnote

Они хотят лишить его дома."
"# Translate:

administrative

## Footnote

This is an administrative task.","административный

## Footnote

Это административная задача."
"# Translate:

tremble

## Footnote

He trembles from the cold.","дрожать

## Footnote

Он дрожит от холода."
"# Translate:

fruit

## Footnote

This fruit is good.","плод

## Footnote

Этот плод хороший."
"# Translate:

vessel

## Footnote

The vessel is large.","судно

## Footnote

Судно большое."
"# Translate:

to live

## Footnote

They live in this city.","проживать

## Footnote

Они проживают в этом городе."
"# Translate:

independently

## Footnote

She works independently.","самостоятельно

## Footnote

Она работает самостоятельно."
"# Translate:

subsequently

## Footnote

He subsequently left home.","впоследствии

## Footnote

Он впоследствии ушёл из дома."
"# Translate:

dialogue

## Footnote

The movie's dialogue was long.","диалог

## Footnote

Диалог в фильме был длинным."
"# Translate:

to smell

## Footnote

These flowers smell good.","пахнуть

## Footnote

Эти цветы хорошо пахнут."
"# Translate:

start talking

## Footnote

He started talking suddenly.","заговорить

## Footnote

Он вдруг заговорил."
"# Translate:

wedding

## Footnote

Their wedding was beautiful.","свадьба

## Footnote

Их свадьба была красивой."
"# Translate:

fog

## Footnote

The fog hides the sun.","туман

## Footnote

Туман скрывает солнце."
"# Translate:

delight

## Footnote

I feel delight.","восторг

## Footnote

Я чувствую восторг."
"# Translate:

emphasize

## Footnote

I want to emphasize this.","подчеркнуть

## Footnote

Я хочу подчеркнуть это."
"# Translate:

lord

## Footnote

The lord is in the house.","лорд

## Footnote

Лорд в доме."
"# Translate:

accuracy

## Footnote

Accuracy is important.","точность

## Footnote

Точность важна."
"# Translate:

to transform

## Footnote

Water transforms into snow.","превращаться

## Footnote

Вода превращается в снег."
"# Translate:

staff

## Footnote

The staff is at work.","персонал

## Footnote

Персонал на работе."
"# Translate:

exclaim

## Footnote

She will exclaim in surprise.","воскликнуть

## Footnote

Она воскликнет от удивления."
"# Translate:

major

## Footnote

The major is in the army.","майор

## Footnote

Майор в армии."
"# Translate:

to evaluate

## Footnote

They evaluate the work.","оценивать

## Footnote

Они оценивают работу."
"# Translate:

turn around

## Footnote

Please turn around slowly.","обернуться

## Footnote

Пожалуйста, обернитесь медленно."
"# Translate:

to ring out

## Footnote

A voice will ring out.","раздаться

## Footnote

Голос раздастся."
"# Translate:

operator

## Footnote

The operator answered the call.","оператор

## Footnote

Оператор ответил на звонок."
"# Translate:

constitution

## Footnote

The constitution defines the law.","конституция

## Footnote

Конституция определяет закон."
"# Translate:

card

## Footnote

This is my bank card.","карточка

## Footnote

Это моя банковская карточка."
