Question,Answer
"# Translate:

to strive

## Footnote

We strive to help.","стремиться

## Footnote

Мы стремимся помочь."
"# Translate:

station

## Footnote

I am at the station.","станция

## Footnote

Я на станции."
"# Translate:

record

## Footnote

I made a record of the meeting.","запись

## Footnote

Я сделал запись встречи."
"# Translate:

fall

## Footnote

He will fall soon.","упасть

## Footnote

Он скоро упадёт."
"# Translate:

to support

## Footnote

I want to support my friend.","поддерживать

## Footnote

Я хочу поддерживать моего друга."
"# Translate:

down

## Footnote

He looked down.","вниз

## Footnote

Он посмотрел вниз."
"# Translate:

significant

## Footnote

The change was significant.","значительный

## Footnote

Изменение было значительным."
"# Translate:

remind

## Footnote

Please remind me tomorrow.","напоминать

## Footnote

Пожалуйста, напомни мне завтра."
"# Translate:

responsibility

## Footnote

He accepted the responsibility.","ответственность

## Footnote

Он принял ответственность."
"# Translate:

folk

## Footnote

This is folk music.","народный

## Footnote

Это народная музыка."
"# Translate:

European

## Footnote

This is a European city.","европейский

## Footnote

Это европейский город."
"# Translate:

poet

## Footnote

The poet wrote a book.","поэт

## Footnote

Поэт написал книгу."
"# Translate:

compliance

## Footnote

There is compliance with the law.","соответствие

## Footnote

Есть соответствие закону."
"# Translate:

officer

## Footnote

The officer is in the army.","офицер

## Footnote

Офицер в армии."
"# Translate:

July

## Footnote

We came in July.","июль

## Footnote

Мы приехали в июле."
"# Translate:

convey

## Footnote

I will convey your message.","передать

## Footnote

Я передам ваше сообщение."
"# Translate:

elections

## Footnote

Elections are important.","выборы

## Footnote

Выборы важны."
"# Translate:

king

## Footnote

The king has power.","король

## Footnote

У короля есть власть."
"# Translate:

assert

## Footnote

He will assert the truth.","утверждать

## Footnote

Он будет утверждать правду."
"# Translate:

advertisement

## Footnote

I saw your advertisement on the internet.","реклама

## Footnote

Я видел вашу рекламу в интернете."
"# Translate:

revolution

## Footnote

The revolution is history.","революция

## Footnote

Революция — это история."
"# Translate:

phenomenon

## Footnote

This is a known phenomenon.","явление

## Footnote

Это известное явление."
"# Translate:

department

## Footnote

He works in the financial department.","отдел

## Footnote

Он работает в финансовом отделе."
"# Translate:

front

## Footnote

Soldiers are on the front.","фронт

## Footnote

Солдаты на фронте."
"# Translate:

artist

## Footnote

The artist made a picture.","художник

## Footnote

Художник сделал картину."
"# Translate:

informational

## Footnote

I was at an informational meeting yesterday.","информационный

## Footnote

Я был на информационной встрече вчера."
"# Translate:

animal

## Footnote

The dog is an animal.","животное

## Footnote

Собака — это животное."
"# Translate:

user

## Footnote

The user is in the system.","пользователь

## Footnote

Пользователь в системе."
"# Translate:

stage

## Footnote

This is the last stage.","этап

## Footnote

Это последний этап."
"# Translate:

style

## Footnote

Her style is new.","стиль

## Footnote

Её стиль новый."
