Question,Answer
"# Translate:

scandalous

## Footnote

His behavior was scandalous.","скандальный

## Footnote

Его поведение было скандальным."
"# Translate:

pile on

## Footnote

Critics pile on him.","навалиться

## Footnote

Критики навалились на него."
"# Translate:

patient (female)

## Footnote

The patient is in the hospital.","пациентка

## Footnote

Пациентка в больнице."
"# Translate:

cast iron

## Footnote

This pot is cast iron.","чугунный

## Footnote

Этот горшок чугунный."
"# Translate:

drive away

## Footnote

They drive away the dog.","прогонять

## Footnote

Они прогоняют собаку."
"# Translate:

cynicism

## Footnote

I do not like his cynicism.","цинизм

## Footnote

Мне не нравится его цинизм."
"# Translate:

instrumental

## Footnote

This music is instrumental.","инструментальный

## Footnote

Эта музыка инструментальная."
"# Translate:

to stream

## Footnote

Water streams from the hill.","струиться

## Footnote

Вода струится с холма."
"# Translate:

indispensable

## Footnote

This book is indispensable.","незаменимый

## Footnote

Эта книга незаменима."
"# Translate:

pastor

## Footnote

The pastor is in the church.","пастор

## Footnote

Пастор в церкви."
"# Translate:

Chekist

## Footnote

The Chekist is in the house.","чекист

## Footnote

Чекист в доме."
"# Translate:

to be interrupted

## Footnote

He is interrupted often.","прерываться

## Footnote

Он часто прерывается."
"# Translate:

to wriggle

## Footnote

The snake can wriggle.","извиваться

## Footnote

Змея может извиваться."
"# Translate:

ideologist

## Footnote

He is an ideologist.","идеолог

## Footnote

Он идеолог."
"# Translate:

to comprehend

## Footnote

I cannot comprehend this.","постигать

## Footnote

Я не могу постичь это."
"# Translate:

shorts

## Footnote

He put on shorts.","шорты

## Footnote

Он надел шорты."
"# Translate:

adjutant

## Footnote

The adjutant has a letter.","адъютант

## Footnote

У адъютанта есть письмо."
"# Translate:

unstable

## Footnote

The table is unstable.","неустойчивый

## Footnote

Стол неустойчивый."
"# Translate:

brilliantly

## Footnote

She played brilliantly.","блестяще

## Footnote

Она блестяще играла."
"# Translate:

bait

## Footnote

This is bait for the fish.","приманка

## Footnote

Это приманка для рыбы."
"# Translate:

lazybones

## Footnote

Get up, you lazybones!","лентяй

## Footnote

Вставай, лентяй!"
"# Translate:

vial

## Footnote

There is water in the vial.","флакон

## Footnote

Во флаконе есть вода."
"# Translate:

logo

## Footnote

I like this logo.","логотип

## Footnote

Мне нравится этот логотип."
"# Translate:

werewolf

## Footnote

The story is about a werewolf.","оборотень

## Footnote

Эта история про оборотня."
"# Translate:

handful

## Footnote

Give me a handful of earth.","горсть

## Footnote

Дай мне горсть земли."
"# Translate:

almanac

## Footnote

I read this almanac.","альманах

## Footnote

Я читал этот альманах."
"# Translate:

coolness

## Footnote

I like the coolness of the evening.","прохлада

## Footnote

Мне нравится прохлада вечера."
"# Translate:

backwards

## Footnote

He walked backwards.","взад

## Footnote

Он шёл взад."
"# Translate:

parasite

## Footnote

This animal is a parasite.","паразит

## Footnote

Это животное — паразит."
"# Translate:

dad's

## Footnote

This is dad's book.","папин

## Footnote

Это папина книга."
"# Translate:

algae

## Footnote

There is algae in the water.","водоросль

## Footnote

В воде есть водоросль."
"# Translate:

rescuer

## Footnote

The rescuer is here.","спасатель

## Footnote

Спасатель здесь."
"# Translate:

tights

## Footnote

She put on tights.","колготки

## Footnote

Она надела колготки."
"# Translate:

conjuncture

## Footnote

The market conjuncture is good.","конъюнктура

## Footnote

Конъюнктура рынка хорошая."
"# Translate:

get dark

## Footnote

It will get dark soon.","стемнеть

## Footnote

Скоро стемнеет."
"# Translate:

grope

## Footnote

I have to grope in the dark.","шарить

## Footnote

Мне нужно шарить в темноте."
"# Translate:

reversible

## Footnote

This jacket is reversible.","двусторонний

## Footnote

Эта куртка двусторонняя."
"# Translate:

consolidation

## Footnote

We need consolidation of the lesson.","закрепление

## Footnote

Нам нужно закрепление урока."
"# Translate:

resonance

## Footnote

His words found resonance.","резонанс

## Footnote

Его слова нашли резонанс."
"# Translate:

symphony

## Footnote

I hear a symphony.","симфония

## Footnote

Я слышу симфонию."
"# Translate:

anti-tank

## Footnote

This is an anti-tank gun.","противотанковый

## Footnote

Это противотанковая пушка."
"# Translate:

chosen one

## Footnote

He is the chosen one.","избранник

## Footnote

Он избранник."
"# Translate:

clue

## Footnote

This is an important clue.","улика

## Footnote

Это важная улика."
"# Translate:

genetics

## Footnote

He reads about genetics.","генетика

## Footnote

Он читает о генетике."
"# Translate:

burial

## Footnote

The burial was yesterday.","захоронение

## Footnote

Захоронение было вчера."
"# Translate:

power of attorney

## Footnote

I have a power of attorney.","доверенность

## Footnote

У меня есть доверенность."
"# Translate:

rapier

## Footnote

He has a rapier.","шпага

## Footnote

У него есть шпага."
"# Translate:

hunger strike

## Footnote

He is on a hunger strike.","голодовка

## Footnote

Он на голодовке."
"# Translate:

carbohydrate

## Footnote

There is carbohydrate in bread.","углевод

## Footnote

В хлебе есть углевод."
"# Translate:

guarantor

## Footnote

He is my guarantor.","гарант

## Footnote

Он мой гарант."
"# Translate:

Sberbank

## Footnote

I work at Sberbank.","сбербанк

## Footnote

Я работаю в Сбербанке."
"# Translate:

sowing

## Footnote

The sowing began in spring.","посев

## Footnote

Посев начался весной."
"# Translate:

to shout out

## Footnote

He can shout out a word.","прокричать

## Footnote

Он может прокричать слово."
"# Translate:

to dry up

## Footnote

The river can dry up.","высохнуть

## Footnote

Река может высохнуть."
"# Translate:

editing

## Footnote

Editing takes time.","редактирование

## Footnote

Редактирование занимает время."
"# Translate:

to scoop

## Footnote

I scoop water with my hand.","черпать

## Footnote

Я черпаю воду рукой."
"# Translate:

valve

## Footnote

The valve is closed.","клапан

## Footnote

Клапан закрыт."
"# Translate:

little face

## Footnote

I see her little face.","личико

## Footnote

Я вижу её личико."
"# Translate:

hose

## Footnote

Give me the hose.","шланг

## Footnote

Дай мне шланг."
"# Translate:

milliliter

## Footnote

I need one milliliter of water.","миллилитр

## Footnote

Мне нужен один миллилитр воды."
"# Translate:

to set on fire

## Footnote

He wants to set the house on fire.","поджечь

## Footnote

Он хочет поджечь дом."
"# Translate:

symbolism

## Footnote

I see the symbolism in this book.","символика

## Footnote

Я вижу символику в этой книге."
"# Translate:

to shimmer

## Footnote

The water can shimmer.","переливаться

## Footnote

Вода может переливаться."
"# Translate:

ball of yarn

## Footnote

The cat plays with a ball of yarn.","клубок

## Footnote

Кошка играет с клубком."
"# Translate:

lottery

## Footnote

She plays the lottery.","лотерея

## Footnote

Она играет в лотерею."
"# Translate:

sanctity

## Footnote

He spoke of the sanctity of life.","святость

## Footnote

Он говорил о святости жизни."
"# Translate:

volost

## Footnote

This village is in the volost.","волость

## Footnote

Эта деревня в волости."
"# Translate:

presumably

## Footnote

Presumably, he is at home.","предположительно

## Footnote

Предположительно, он дома."
"# Translate:

mercilessly

## Footnote

He spoke mercilessly.","безжалостно

## Footnote

Он говорил безжалостно."
"# Translate:

awaken

## Footnote

This news can awaken hope.","пробудить

## Footnote

Эта новость может пробудить надежду."
"# Translate:

Briton

## Footnote

This man is a Briton.","британец

## Footnote

Этот человек — британец."
"# Translate:

to be valued

## Footnote

This work is valued.","цениться

## Footnote

Эта работа ценится."
"# Translate:

lobby

## Footnote

We wait in the lobby.","вестибюль

## Footnote

Мы ждём в вестибюле."
"# Translate:

counterweight

## Footnote

This is a counterweight.","противовес

## Footnote

Это противовес."
"# Translate:

to ask (for permission)

## Footnote

The boy wants to ask to go out.","проситься

## Footnote

Мальчик хочет проситься на улицу."
"# Translate:

in reality

## Footnote

I see this in reality.","наяву

## Footnote

Я вижу это наяву."
"# Translate:

resist

## Footnote

He does not want to resist.","противиться

## Footnote

Он не хочет противиться."
"# Translate:

hierarchical

## Footnote

This is a hierarchical system.","иерархический

## Footnote

Это иерархическая система."
"# Translate:

palatial

## Footnote

This is a palatial hall.","дворцовый

## Footnote

Это дворцовый зал."
"# Translate:

to fill up

## Footnote

The hall can fill up.","наполниться

## Footnote

Зал может наполниться."
"# Translate:

homemade

## Footnote

This is a homemade radio.","самодельный

## Footnote

Это самодельное радио."
"# Translate:

raft

## Footnote

We made a raft.","плот

## Footnote

Мы сделали плот."
"# Translate:

avalanche

## Footnote

The avalanche came from the mountain.","лавина

## Footnote

Лавина пришла с горы."
"# Translate:

to rearrange

## Footnote

I need to rearrange the books.","переложить

## Footnote

Мне нужно переложить книги."
"# Translate:

tanned

## Footnote

He is very tanned.","загорелый

## Footnote

Он очень загорелый."
"# Translate:

amnesty

## Footnote

They gave him amnesty.","амнистия

## Footnote

Ему дали амнистию."
"# Translate:

to establish oneself

## Footnote

He wants to establish himself here.","утвердиться

## Footnote

Он хочет утвердиться здесь."
"# Translate:

ode

## Footnote

This is an ode.","ода

## Footnote

Это ода."
"# Translate:

vast

## Footnote

The field is vast.","необъятный

## Footnote

Поле необъятное."
"# Translate:

truthfulness

## Footnote

I know the truthfulness of his words.","истинность

## Footnote

Я знаю истинность его слов."
