Question,Answer
"# Translate:

interpretation

## Footnote

Art allows for personal interpretation.","интерпретация

## Footnote

Искусство позволяет личную интерпретацию."
"# Translate:

turn away

## Footnote

She will turn away from him.","отвернуться

## Footnote

Она отвернётся от него."
"# Translate:

pig

## Footnote

The pig was in the mud.","свинья

## Footnote

Свинья была в грязи."
"# Translate:

rational

## Footnote

Choose a rational solution.","рациональный

## Footnote

Выберите рациональное решение."
"# Translate:

to be caught

## Footnote

He tried not to be caught.","попадаться

## Footnote

Он пытался не попадаться."
"# Translate:

present

## Footnote

Please present your ticket.","предъявить

## Footnote

Пожалуйста, предъявите ваш билет."
"# Translate:

rather

## Footnote

I would rather stay home today.","скорее

## Footnote

Я бы скорее остался дома сегодня."
"# Translate:

Latin

## Footnote

I study Latin at university.","латинский

## Footnote

Я учу латинский в университете."
"# Translate:

willingly

## Footnote

She willingly shared her lunch.","охотно

## Footnote

Она охотно поделилась своим обедом."
"# Translate:

to educate

## Footnote

Parents educate their son.","воспитывать

## Footnote

Родители воспитывают своего сына."
"# Translate:

bath

## Footnote

I need a bath this evening.","ванна

## Footnote

Мне нужна ванна сегодня вечером."
"# Translate:

horseradish

## Footnote

I added horseradish to the soup.","хрен

## Footnote

Я добавил хрен в суп."
"# Translate:

to tear off

## Footnote

She will tear off a piece of paper.","оторвать

## Footnote

Она оторвала кусок бумаги."
"# Translate:

climate

## Footnote

The climate of this country is cold.","климат

## Footnote

Климат этой страны холодный."
"# Translate:

onion

## Footnote

I cut an onion for soup.","лук

## Footnote

Я режу лук для супа."
"# Translate:

target

## Footnote

This is the target group.","целевой

## Footnote

Это целевая группа."
"# Translate:

to be accompanied

## Footnote

The movie is accompanied by music.","сопровождаться

## Footnote

Фильм сопровождается музыкой."
"# Translate:

old age

## Footnote

Old age brings wisdom.","старость

## Footnote

Старость приносит мудрость."
"# Translate:

diversity

## Footnote

Diversity is important for our community.","разнообразие

## Footnote

Разнообразие важно для нашего сообщества."
"# Translate:

primary

## Footnote

Primary sources are important.","первичный

## Footnote

Первичные источники важны."
"# Translate:

administrator

## Footnote

The administrator opened the conference room.","администратор

## Footnote

Администратор открыл комнату для конференции."
"# Translate:

accompaniment

## Footnote

Music was the accompaniment to her voice.","сопровождение

## Footnote

Музыка была сопровождением её голоса."
"# Translate:

leather

## Footnote

She bought a leather jacket.","кожаный

## Footnote

Она купила кожаную куртку."
"# Translate:

snake

## Footnote

The snake went through the grass.","змея

## Footnote

Змея прошла через траву."
"# Translate:

sadly

## Footnote

She looked at him sadly.","грустно

## Footnote

Она грустно посмотрела на него."
"# Translate:

biography

## Footnote

I read his biography yesterday.","биография

## Footnote

Я прочитал его биографию вчера."
"# Translate:

expertise

## Footnote

His expertise is important.","опыт

## Footnote

Его опыт важен."
"# Translate:

proud

## Footnote

She was proud of her son.","гордый

## Footnote

Она была горда своим сыном."
"# Translate:

backpack

## Footnote

I took my backpack for the trip.","рюкзак

## Footnote

Я взял свой рюкзак в поездку."
"# Translate:

mug

## Footnote

I filled my mug with coffee.","кружка

## Footnote

Я наполнил свою кружку кофе."
"# Translate:

laptop

## Footnote

I bought a new laptop yesterday.","ноутбук

## Footnote

Я купил новый ноутбук вчера."
"# Translate:

admirer

## Footnote

She has a secret admirer.","поклонник

## Footnote

У неё есть тайный поклонник."
"# Translate:

injury

## Footnote

He received an injury playing football.","травма

## Footnote

Он получил травму, играя в футбол."
"# Translate:

twist

## Footnote

She will twist the key.","крутить

## Footnote

Она будет крутить ключ."
"# Translate:

rapidly

## Footnote

He ran rapidly to the house.","стремительно

## Footnote

Он стремительно бежал к дому."
"# Translate:

pluck

## Footnote

She plucked an apple from the tree.","сорвать

## Footnote

Она сорвала яблоко с дерева."
"# Translate:

admiral

## Footnote

The admiral commands the fleet.","адмирал

## Footnote

Адмирал командует флотом."
"# Translate:

resemble

## Footnote

You resemble your mother.","походить

## Footnote

Ты походишь на свою мать."
"# Translate:

to obligate

## Footnote

The law will obligate him to pay.","обязать

## Footnote

Этот закон обязывает его платить."
