Question,Answer
"# Translate:

officer's

## Footnote

This is an officer's jacket.","офицерский

## Footnote

Это офицерская куртка."
"# Translate:

orphan

## Footnote

He is an orphan.","сирота

## Footnote

Он сирота."
"# Translate:

investigative

## Footnote

The investigative team arrived promptly.","следственный

## Footnote

Следственная группа прибыла оперативно."
"# Translate:

suppression

## Footnote

The government faced criticism for voter suppression.","подавление

## Footnote

Правительство столкнулось с критикой за подавление голосования."
"# Translate:

confusion

## Footnote

His answer only added to the confusion.","замешательство

## Footnote

Его ответ только добавил замешательства."
"# Translate:

Krasnoyarsk

## Footnote

I visited Krasnoyarsk in summer.","Красноярск

## Footnote

Я посетил Красноярск летом."
"# Translate:

refute

## Footnote

She will refute this claim.","опровергнуть

## Footnote

Она опровергнет это утверждение."
"# Translate:

unpredictable

## Footnote

Weather can be quite unpredictable.","непредсказуемый

## Footnote

Погода может быть довольно непредсказуемой."
"# Translate:

spontaneous

## Footnote

The meeting was spontaneous.","стихийный

## Footnote

Встреча была стихийной."
"# Translate:

dagger

## Footnote

He holds a dagger.","кинжал

## Footnote

Он держит кинжал."
"# Translate:

to alleviate

## Footnote

Medicine helps to alleviate pain.","облегчать

## Footnote

Лекарство помогает облегчать боль."
"# Translate:

expose

## Footnote

The wind will expose the rock.","обнажить

## Footnote

Ветер обнажит камень."
"# Translate:

tabletop

## Footnote

We played a tabletop game.","настольный

## Footnote

Мы играли в настольную игру."
"# Translate:

entrepreneurial

## Footnote

She has a strong entrepreneurial spirit.","предпринимательский

## Footnote

У неё сильный предпринимательский дух."
"# Translate:

wicket gate

## Footnote

She entered through the wicket gate.","калитка

## Footnote

Она вошла через калитку."
"# Translate:

manually

## Footnote

I adjusted the settings manually.","вручную

## Footnote

Я настроил параметры вручную."
"# Translate:

proportion

## Footnote

The proportion is not right.","пропорция

## Footnote

Пропорция неверная."
"# Translate:

prestige

## Footnote

He wants prestige.","престиж

## Footnote

Он хочет престижа."
"# Translate:

barbarian

## Footnote

The barbarian destroyed the village.","варвар

## Footnote

Варвар уничтожил деревню."
"# Translate:

risky

## Footnote

This plan is risky.","рискованный

## Footnote

План рискованный."
"# Translate:

proverb

## Footnote

I know this proverb.","пословица

## Footnote

Я знаю пословицу."
"# Translate:

at full tilt

## Footnote

He ran at full tilt.","вовсю

## Footnote

Он бежал вовсю."
"# Translate:

buffet

## Footnote

We ate lunch at the buffet.","буфет

## Footnote

Мы обедали в буфете."
"# Translate:

integral

## Footnote

Trust is integral to any relationship.","неотъемлемый

## Footnote

Доверие — неотъемлемая часть любых отношений."
"# Translate:

waterfall

## Footnote

We saw a waterfall.","водопад

## Footnote

Мы видели водопад."
