Question,Answer
"# Translate:

литератор

## Footnote

Литератор опубликовал свой роман.","writer, man of letters

## Footnote

The writer published his novel."
"# Translate:

поглощать

## Footnote

Растения поглощают свет.","absorb, consume

## Footnote

Plants absorb light."
"# Translate:

литься

## Footnote

Отсюда может литься вода.","to flow, to pour

## Footnote

Water can flow from here."
"# Translate:

пресловутый

## Footnote

Его пресловутый план провалился.","notorious, infamous

## Footnote

His notorious plan failed."
"# Translate:

неподвижно

## Footnote

Кот сидел неподвижно.","motionless, immobile

## Footnote

The cat sat motionless."
"# Translate:

приспособление

## Footnote

Это простое приспособление.","device, adapter

## Footnote

This is a simple device."
"# Translate:

различаться

## Footnote

Их мнения различаются.","to differ, to vary

## Footnote

Their opinions differ."
"# Translate:

цепляться

## Footnote

Мальчик цепляется за ветку.","cling, hold on

## Footnote

The boy clings to the branch."
"# Translate:

бас

## Footnote

Он прекрасно играл на басе.","bass

## Footnote

He played the bass beautifully."
"# Translate:

выпадать

## Footnote

Мои волосы начали выпадать.","to fall out, to drop out

## Footnote

My hair started to fall out."
"# Translate:

увольнение

## Footnote

Его увольнение потрясло офис.","dismissal, termination

## Footnote

His dismissal shocked the office."
"# Translate:

просматривать

## Footnote

Я просматриваю почту.","to look through

## Footnote

I look through the mail."
"# Translate:

достигаться

## Footnote

Успех достигается трудом.","to be achieved, to be attained

## Footnote

Success is achieved by work."
"# Translate:

снабдить

## Footnote

Мы должны снабдить армию едой.","supply, equip

## Footnote

We must supply the army with food."
"# Translate:

социология

## Footnote

Я изучаю социологию в университете.","sociology

## Footnote

I study sociology at university."
"# Translate:

пересекать

## Footnote

Мы пересекаем реку.","to cross, to intersect

## Footnote

We cross the river."
"# Translate:

пират

## Footnote

Пират украл золото.","pirate

## Footnote

The pirate stole gold."
"# Translate:

лягушка

## Footnote

Лягушка прыгнула в пруд.","frog

## Footnote

The frog jumped into the pond."
"# Translate:

востребовать

## Footnote

Он востребовал свой долг.","to demand, to claim; to demand repayment (of a debt)

## Footnote

He demanded repayment of the debt."
"# Translate:

прозвище

## Footnote

Ему дали смешное прозвище.","nickname

## Footnote

They gave him a funny nickname."
"# Translate:

глубинный

## Footnote

У него глубинный страх.","deep, profound

## Footnote

He has a deep fear."
"# Translate:

хохот

## Footnote

Её хохот заполнил комнату.","laughter

## Footnote

Her laughter filled the room."
"# Translate:

коли

## Footnote

Останься, коли устал.","if, when

## Footnote

Stay if you are tired."
"# Translate:

сократиться

## Footnote

Число людей сократится.","to decrease

## Footnote

The number of people will decrease."
"# Translate:

четырнадцать

## Footnote

Ей исполнилось четырнадцать в прошлом месяце.","fourteen

## Footnote

She turned fourteen last month."
"# Translate:

погружаться

## Footnote

Он погружается в воду.","to submerge, to immerse oneself

## Footnote

He immerses himself in the water."
"# Translate:

комар

## Footnote

Комар сел мне на руку.","mosquito

## Footnote

A mosquito landed on my hand."
"# Translate:

крайность

## Footnote

Это уже крайность.","extreme, extremity

## Footnote

This is already an extreme."
"# Translate:

арена

## Footnote

На арене было много народа.","arena, venue

## Footnote

There were many people in the arena."
"# Translate:

оборонительный

## Footnote

Это оборонительный ход.","defensive, protective

## Footnote

This is a defensive move."
"# Translate:

достойно

## Footnote

Он прожил свою жизнь достойно.","with dignity, worthily, deservedly

## Footnote

He lived his life with dignity."
"# Translate:

потрясение

## Footnote

Новость была полным потрясением.","shock, amazement

## Footnote

The news was a complete shock."
"# Translate:

каблук

## Footnote

Она сломала каблук.","heel (of a shoe)

## Footnote

She broke the heel of her shoe."
"# Translate:

прелестный

## Footnote

Она носила прелестное летнее платье.","charming, lovely

## Footnote

She wore a charming summer dress."
"# Translate:

впрямь

## Footnote

Она впрямь очень талантлива.","indeed, really

## Footnote

She is indeed very talented."
"# Translate:

расспрашивать

## Footnote

Он начал расспрашивать свидетеля.","to question, to interrogate

## Footnote

He began to question the witness."
"# Translate:

общность

## Footnote

Между ними есть общность взглядов.","commonality, common ground

## Footnote

There is a commonality of views between them."
"# Translate:

кузов

## Footnote

Кузов машины в грязи.","body, car body

## Footnote

The car body is dirty."
"# Translate:

обновить

## Footnote

Обнови страницу.","update, refresh

## Footnote

Update the page."
"# Translate:

уделить

## Footnote

Удели мне минуту.","devote, allocate

## Footnote

Devote a minute to me."
"# Translate:

наземный

## Footnote

Это наземный транспорт.","ground, terrestrial

## Footnote

This is ground transport."
"# Translate:

диктовать

## Footnote

Он диктует письмо.","dictate

## Footnote

He dictates a letter."
"# Translate:

студентка

## Footnote

Студентка сдала экзамен.","female student

## Footnote

The female student passed the exam."
"# Translate:

кухонный

## Footnote

Кухонный нож очень острый.","kitchen (attributive)

## Footnote

The kitchen knife is very sharp."
"# Translate:

свадебный

## Footnote

Она надела свадебное платье.","wedding, bridal

## Footnote

She put on the wedding dress."
"# Translate:

воспроизведение

## Footnote

Воспроизведение звука плохое.","playback, reproduction

## Footnote

The sound playback is bad."
"# Translate:

пообщаться

## Footnote

Давай пообщаемся вечером.","to chat, to communicate

## Footnote

Let's chat in the evening."
"# Translate:

текстовый

## Footnote

Это текстовый файл.","text, textual

## Footnote

This is a text file."
"# Translate:

мостик

## Footnote

Мы прошли по мостику.","footbridge, gangway

## Footnote

We walked on the footbridge."
"# Translate:

накормить

## Footnote

Мне нужно накормить кота.","to feed, to nourish

## Footnote

I need to feed the cat."
"# Translate:

аборт

## Footnote

Врач говорил об аборте.","abortion

## Footnote

The doctor spoke about abortion."
"# Translate:

испуганно

## Footnote

Она испуганно оглянулась.","in fright

## Footnote

She looked back in fright."
