Question,Answer
"# Translate:

mixture

## Footnote

This is a mixture.","смесь

## Footnote

Это смесь."
"# Translate:

potato

## Footnote

I have a potato.","картошка

## Footnote

У меня есть картошка."
"# Translate:

melody

## Footnote

I hear a melody.","мелодия

## Footnote

Я слышу мелодию."
"# Translate:

tasty

## Footnote

The bread is tasty.","вкусный

## Footnote

Хлеб вкусный."
"# Translate:

sixty

## Footnote

She is sixty.","шестьдесят

## Footnote

Ей шестьдесят."
"# Translate:

mutter

## Footnote

She muttered a word.","пробормотать

## Footnote

Она пробормотала слово."
"# Translate:

radio station

## Footnote

I listen to that radio station every day.","радиостанция

## Footnote

Я слушаю эту радиостанцию каждый день."
"# Translate:

on foot

## Footnote

I go to the city on foot.","пешком

## Footnote

Я иду в город пешком."
"# Translate:

bureau

## Footnote

The bureau is here.","бюро

## Footnote

Бюро здесь."
"# Translate:

irritate

## Footnote

Loud noises irritate me.","раздражать

## Footnote

Громкие звуки раздражают меня."
"# Translate:

collision

## Footnote

The collision was on the road.","столкновение

## Footnote

Столкновение было на дороге."
"# Translate:

ideological

## Footnote

Their question was ideological.","идеологический

## Footnote

Их вопрос был идеологическим."
"# Translate:

postpone

## Footnote

We postponed the meeting.","отложить

## Footnote

Мы отложили встречу."
"# Translate:

fine

## Footnote

This is a fine.","штраф

## Footnote

Это штраф."
"# Translate:

Spanish

## Footnote

I know Spanish.","испанский

## Footnote

Я знаю испанский."
"# Translate:

torture

## Footnote

They torture him.","мучить

## Footnote

Они мучают его."
"# Translate:

addition

## Footnote

This text needs an addition.","дополнение

## Footnote

Этому тексту нужно дополнение."
"# Translate:

to obey

## Footnote

Soldiers obey the command.","подчиняться

## Footnote

Солдаты подчиняются команде."
"# Translate:

Volga

## Footnote

The Volga is a river.","Волга

## Footnote

Волга — река."
"# Translate:

healthcare

## Footnote

Healthcare is important.","здравоохранение

## Footnote

Здравоохранение важно."
"# Translate:

decisive

## Footnote

He takes a decisive step.","решительный

## Footnote

Он делает решительный шаг."
"# Translate:

outward

## Footnote

He looked outward through the window.","наружу

## Footnote

Он смотрел наружу через окно."
"# Translate:

lunar

## Footnote

The lunar night is dark.","лунный

## Footnote

Лунная ночь тёмная."
"# Translate:

priority

## Footnote

Health is my top priority.","приоритет

## Footnote

Здоровье - мой главный приоритет."
"# Translate:

gasoline

## Footnote

The car needs more gasoline.","бензин

## Footnote

Машине нужно больше бензина."
"# Translate:

Leningrad

## Footnote

My grandfather lived in Leningrad.","Ленинград

## Footnote

Мой дед жил в Ленинграде."
"# Translate:

intervention

## Footnote

They want intervention now.","вмешательство

## Footnote

Они хотят вмешательства сейчас."
