Question,Answer
"# Translate:

bureaucracy

## Footnote

Bureaucracy often hinders progress.","бюрократия

## Footnote

Бюрократия часто мешает прогрессу."
"# Translate:

uninteresting

## Footnote

This book is uninteresting.","неинтересный

## Footnote

Эта книга неинтересная."
"# Translate:

estate

## Footnote

He has a huge estate.","имение

## Footnote

У него огромное имение."
"# Translate:

equestrian

## Footnote

She likes equestrian sport.","конный

## Footnote

Она любит конный спорт."
"# Translate:

oops

## Footnote

Oops, the cup fell.","ой

## Footnote

Ой, чашка упала."
"# Translate:

become obsolete

## Footnote

This machine has become obsolete.","устареть

## Footnote

Эта машина устарела."
"# Translate:

duck

## Footnote

The duck swims in the river.","утка

## Footnote

Утка плавает в реке."
"# Translate:

sanitary

## Footnote

The sanitary conditions are good.","санитарный

## Footnote

Санитарные условия хорошие."
"# Translate:

vector

## Footnote

The vector is here.","вектор

## Footnote

Вектор здесь."
"# Translate:

memoirs

## Footnote

She published her memoirs yesterday.","мемуары

## Footnote

Она опубликовала свои мемуары вчера."
"# Translate:

twinkle

## Footnote

Stars twinkle in the night sky.","мерцать

## Footnote

Звёзды мерцают в ночном небе."
"# Translate:

sharpness

## Footnote

I feel the sharpness of the knife.","острота

## Footnote

Я чувствую остроту ножа."
"# Translate:

gulf

## Footnote

The gulf is deep.","залив

## Footnote

Залив глубокий."
"# Translate:

donkey

## Footnote

The donkey eats grass.","осёл

## Footnote

Осёл ест траву."
"# Translate:

candidacy

## Footnote

She announced her candidacy yesterday.","кандидатура

## Footnote

Она объявила о своей кандидатуре вчера."
"# Translate:

eyelash

## Footnote

I see one eyelash.","ресница

## Footnote

Я вижу одну ресницу."
"# Translate:

attic

## Footnote

I found old books in the attic.","чердак

## Footnote

Я нашёл старые книги на чердаке."
"# Translate:

brightness

## Footnote

The brightness is high.","яркость

## Footnote

Яркость высокая."
"# Translate:

Finn

## Footnote

He is a Finn.","финн

## Footnote

Он финн."
"# Translate:

cheerful

## Footnote

She looks cheerful today.","весёлый

## Footnote

Она выглядит весёлой сегодня."
