Question,Answer
"# Translate:

isolation

## Footnote

The patient is in isolation.","изоляция

## Footnote

Пациент в изоляции."
"# Translate:

dissolve

## Footnote

Sugar will dissolve in water quickly.","раствориться

## Footnote

Сахар быстро растворится в воде."
"# Translate:

hardware

## Footnote

We will buy new hardware.","оборудование

## Footnote

Мы купим новое оборудование."
"# Translate:

vagina

## Footnote

The vagina is a female organ.","влагалище

## Footnote

Влагалище — женский орган."
"# Translate:

rusty

## Footnote

The old chain is rusty.","ржавый

## Footnote

Старая цепь ржавая."
"# Translate:

sensor

## Footnote

The sensor detects a signal.","датчик

## Footnote

Датчик обнаруживает сигнал."
"# Translate:

Judas

## Footnote

He is a Judas.","иуда

## Footnote

Он иуда."
"# Translate:

leisurely

## Footnote

We walked leisurely through the park.","неторопливо

## Footnote

Мы неторопливо шли по парку."
"# Translate:

poplar

## Footnote

Poplar trees grew along the quiet street.","тополь

## Footnote

Тополя росли вдоль тихой улицы."
"# Translate:

bandage

## Footnote

The bandage is clean.","повязка

## Footnote

Повязка чистая."
"# Translate:

introductory

## Footnote

The introductory lecture is today.","вступительный

## Footnote

Вступительная лекция сегодня."
"# Translate:

sanatorium

## Footnote

She is in the sanatorium.","санаторий

## Footnote

Она в санатории."
"# Translate:

rewrite

## Footnote

I must rewrite this paragraph.","переписать

## Footnote

Мне нужно переписать этот абзац."
"# Translate:

appreciation

## Footnote

She showed appreciation for the gift.","признательность; благодарность

## Footnote

Она выразила благодарность за подарок."
"# Translate:

pseudonym

## Footnote

She writes under a pseudonym.","псевдоним

## Footnote

Она пишет под псевдонимом."
"# Translate:

commandant

## Footnote

The commandant is here.","комендант

## Footnote

Комендант здесь."
"# Translate:

souvenir

## Footnote

I will buy a souvenir.","сувенир

## Footnote

Я куплю сувенир."
"# Translate:

impressive

## Footnote

The castle's size was truly impressive.","внушительный

## Footnote

Размер замка был действительно внушительным."
"# Translate:

go on

## Footnote

Go on, tell me more.","продолжать

## Footnote

Продолжай, расскажи мне ещё."
"# Translate:

city hall

## Footnote

The mayor works at city hall.","мэрия

## Footnote

Мэр работает в мэрии."
"# Translate:

peakless cap

## Footnote

He wore a peakless cap proudly.","бескозырка

## Footnote

Он гордо носил бескозырку."
"# Translate:

pass by

## Footnote

The years passed by quickly.","минуть

## Footnote

Годы быстро минули."
"# Translate:

fiercely

## Footnote

She fiercely defended her friend.","яростно

## Footnote

Она яростно защищала своего друга."
"# Translate:

monthly

## Footnote

The monthly salary is high.","месячный

## Footnote

Месячная зарплата высокая."
"# Translate:

gunshot

## Footnote

I heard a gunshot.","выстрел

## Footnote

Я услышал выстрел."
"# Translate:

thicket

## Footnote

A deer came out of the thicket.","заросли

## Footnote

Из зарослей вышел олень."
"# Translate:

fun

## Footnote

This game is great fun.","забава

## Footnote

Эта игра — отличная забава."
"# Translate:

identification

## Footnote

Identification took an hour.","идентификация

## Footnote

Идентификация заняла час."
"# Translate:

substantial

## Footnote

The book is substantial.","значительный, существенный; содержательный (о содержании)

## Footnote

Книга содержательная."
"# Translate:

discrimination

## Footnote

Discrimination is illegal.","дискриминация

## Footnote

Дискриминация незаконна."
"# Translate:

purpose

## Footnote

The tool's purpose was clear.","предназначение

## Footnote

Предназначение инструмента было ясно."
"# Translate:

fan

## Footnote

She is a fan of this singer.","фанат

## Footnote

Она фанат этого певца."
"# Translate:

flying

## Footnote

This is a flying object.","летающий

## Footnote

Это летающий объект."
"# Translate:

barefoot

## Footnote

She walked barefoot on the beach.","босой

## Footnote

Она шла босой по пляжу."
"# Translate:

railing

## Footnote

The railing is here.","перила

## Footnote

Перила здесь."
"# Translate:

tuft

## Footnote

I see a tuft of hair.","клочок

## Footnote

Я вижу клочок волос."
"# Translate:

sniper

## Footnote

The sniper is ready.","снайпер

## Footnote

Снайпер готов."
"# Translate:

Permian

## Footnote

The Permian period ended.","пермский

## Footnote

Пермский период закончился."
"# Translate:

Hitlerite

## Footnote

The museum will display a Hitlerite uniform.","гитлеровский

## Footnote

Музей покажет гитлеровскую форму."
"# Translate:

persistent

## Footnote

He is persistent.","настойчивый

## Footnote

Он настойчивый."
"# Translate:

anti-aircraft

## Footnote

They used an anti-aircraft weapon.","зенитный

## Footnote

Они использовали зенитное оружие."
